"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"2009-01-20";NA;"0";NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;"100";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"500";"3500";NA;NA;NA;"7400";"300";NA;"400";NA;NA;"100";NA;"0";"200";NA;"300";NA;NA;"300";NA;NA
"2009-02-17";NA;"0";NA;NA;NA;NA;NA;NA;"1000";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";"800";NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;"0";"200";NA;"200";NA;NA;"4200";NA;"3000"
"2009-03-17";NA;"0";NA;NA;NA;NA;NA;NA;"1300";NA;NA;NA;NA;NA;NA;"0";NA;"700";NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;"100";"600";NA;NA;NA;"1100";NA;NA;"100";NA;NA;NA;NA;"0";"100";NA;"600";NA;NA;"4400";NA;NA
"2009-04-14";NA;"0";"5500";NA;NA;NA;"400";"100";"21900";NA;"100";NA;NA;"300";NA;"0";NA;"900";NA;"1100";NA;NA;"100";"200";"200";NA;NA;NA;NA;NA;"800";"600";"100";NA;NA;NA;"200";"1800";NA;NA;NA;"300";"500";NA;"600";NA;NA;NA;NA;"2000";"600";"500";"20600";NA;NA;"146000";NA;"106800"
"2009-05-12";NA;"0";NA;NA;NA;NA;NA;"100";"100";NA;"100";NA;NA;"26300";NA;"0";NA;"200";NA;"500";NA;NA;"1400";"493859";"300";NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA;"1000";"800";NA;NA;NA;"4900";"600";NA;"500";NA;NA;NA;NA;"1400";"1700";NA;NA;NA;NA;"200";NA;"1100"
"2009-06-09";NA;"0";"100";NA;NA;NA;NA;"400";"31800";NA;"200";NA;NA;"1000";"600";"0";NA;NA;NA;"100";NA;NA;"1000";"8500";"100";NA;NA;NA;NA;NA;NA;NA;"900";NA;NA;NA;"600";"600";NA;NA;NA;"400";"500";NA;NA;NA;NA;"100";"800";"2000";"2500";NA;NA;NA;NA;"2500";NA;NA
"2009-07-07";NA;"0";NA;NA;NA;NA;NA;"200";"200400";NA;"200";NA;NA;"4000";"200";"0";NA;NA;NA;"500";NA;NA;"300";"9800";NA;NA;NA;NA;NA;NA;NA;"16400";NA;NA;NA;NA;"700";"500";NA;NA;NA;"900";"300";NA;NA;NA;NA;"400";"100";"26300";"1000";NA;NA;NA;"400";"300";NA;NA
"2009-08-04";NA;"0";NA;NA;NA;NA;NA;"1400";"408300";NA;"100";NA;NA;"8200";NA;"0";NA;NA;NA;"100";NA;NA;NA;"25100";NA;NA;NA;NA;NA;NA;NA;"13300";"100";NA;NA;NA;"300";"1800";NA;NA;NA;"400";"200";NA;NA;NA;NA;"100";"100";"24500";"300";NA;"41200";NA;"77400";"2800";NA;"100"
"2009-09-01";NA;"100";NA;NA;NA;NA;"200";"600";"139000";NA;NA;NA;NA;"10600";"100";"0";NA;NA;NA;"600";NA;NA;NA;"99800";"400";NA;NA;NA;"100";NA;NA;"6200";NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;"500";NA;NA;NA;NA;"300";"100";"5600";"1300";"400";"51600";"100";"800";"1700";NA;"200"
"2009-09-29";NA;"0";NA;NA;NA;NA;NA;NA;"5100";NA;NA;NA;NA;"500";"100";"0";NA;NA;NA;NA;NA;NA;NA;"900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA;NA;"1900";"300";NA;NA;NA;NA;NA;"300";"200";"300";"300";"600";NA;"400";"2200";NA;"200"
"2009-10-26";NA;"0";NA;NA;NA;NA;NA;NA;"2900";NA;NA;NA;NA;NA;"100";"0";NA;NA;NA;"100";NA;NA;"100";"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"700";NA;NA;NA;"1000";NA;NA;"200";NA;NA;NA;NA;"200";"100";NA;"1000";NA;"400";"1600";NA;NA
