"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"1992-01-07";NA;NA;"4400";NA;"400";NA;NA;NA;NA;NA;NA;"200";NA;NA;"100";"0";NA;NA;NA;NA;NA;NA;NA;"600";NA;"300";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1100";NA;NA;"100";NA;"12000";NA;NA;"900";NA;NA;NA;NA;NA;"2100";NA;NA;NA;"9500";"1800";NA;"4100"
"1992-02-06";NA;NA;"700";NA;NA;NA;NA;NA;"4500";NA;NA;NA;NA;NA;"100";"0";NA;NA;NA;NA;NA;NA;NA;"600";"600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"500";NA;NA;"100";NA;"1300";NA;NA;"500";NA;NA;"100";NA;"1100";"2000";NA;"2000";NA;"2400";"4800";NA;"4500"
"1992-03-04";NA;NA;"55650";NA;NA;NA;NA;NA;"644700";NA;NA;NA;NA;NA;NA;"0";NA;"200";NA;NA;NA;NA;NA;"11650";"1050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6300";NA;NA;"1400";NA;"6300";"37800";NA;"400";NA;NA;NA;NA;"5650";"9450";NA;"12600";NA;"3200";"11250";NA;"33900"
"1992-03-17";NA;NA;"21400";NA;NA;NA;NA;"500";"256200";NA;NA;NA;NA;NA;NA;"0";NA;NA;"800";NA;NA;NA;NA;"89250";"6300";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4200";NA;NA;NA;NA;"1400";NA;NA;NA;NA;NA;"100";"2100";"13650";"5250";NA;NA;NA;"1000";"3100";NA;"1031200"
"1992-05-05";NA;NA;NA;NA;NA;NA;NA;NA;"11000";NA;NA;"100";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"20200";"500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2000";NA;NA;NA;NA;NA;"800";NA;NA;NA;NA;NA;"100";"10800";"600";NA;NA;NA;NA;NA;NA;"203700"
"1992-05-18";NA;NA;"400";NA;NA;NA;NA;"400";NA;NA;NA;"400";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"124800";"1200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"800";NA;NA;"100";NA;NA;NA;"200";"2800";"8600";NA;"1200";NA;NA;"200";NA;"4600"
"1992-06-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"107800";"1600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;"100";NA;NA;NA;"1400";NA;"300";NA;NA;NA;NA;NA;NA;"50400"
"1992-08-11";NA;NA;NA;NA;NA;NA;NA;"0";"54600";NA;NA;"5250";NA;NA;NA;"0";NA;NA;"3150";NA;NA;NA;NA;"16084";"3150";NA;NA;NA;NA;NA;NA;"132";NA;NA;NA;NA;"5250";"18900";NA;NA;NA;NA;NA;NA;NA;NA;NA;"6300";"24150";"21000";NA;NA;NA;NA;NA;NA;NA;"152850"
"1992-10-19";NA;NA;NA;NA;NA;NA;NA;NA;"1900";NA;NA;"500";NA;NA;"600";"0";NA;NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;"2400";NA;"700";"200";NA;"300";NA;NA;NA;NA;NA;NA;NA;"100";NA;"700";NA;NA;NA;NA;NA;NA;NA;"400"
"1992-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA;"0";NA;"100";NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";"500";"1200";NA;NA;NA;"13200";NA;NA;"400";NA;NA;NA;NA;NA;"400";NA;"1100";NA;"2600";NA;NA;"1600"
