"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"2003-02-10";NA;NA;"5800";NA;NA;NA;NA;"1400";"13600";NA;NA;NA;"12400";"300";NA;NA;NA;"200";NA;"17800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"500";NA;NA;NA;NA;"10800";NA;NA;NA;NA;NA;NA;"100";NA;"100";NA;NA;"3500";NA;"100";"6400";NA;"1000";"3000";NA;"800"
"2003-02-24";"200";NA;"800";NA;NA;NA;NA;NA;"11300";NA;NA;NA;"13200";NA;"200";NA;NA;"500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA;"100";"1200";NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;"1000";NA;NA;NA;NA;NA;"1100";NA;"100"
"2003-03-10";NA;NA;NA;NA;NA;NA;NA;NA;"4900";NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"500";NA;NA;NA;"200";"1900";NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-03-25";NA;NA;NA;NA;NA;NA;NA;NA;"64800";NA;NA;NA;"12500";"2100";"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;"2700";"200";NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9300";NA;NA;"600";NA;NA;NA;NA;"200"
"2003-04-07";NA;NA;NA;NA;NA;NA;NA;NA;"1400";"100";NA;NA;"200";"300";"100";NA;NA;NA;NA;NA;NA;NA;"700";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1800";NA;NA;NA;"900";"2700";NA;NA;NA;NA;"100";NA;"900";NA;NA;NA;NA;"400";NA;NA;NA;"300";NA;NA;NA;NA
"2003-04-22";NA;NA;"28800";NA;NA;NA;NA;NA;"44000";NA;NA;NA;"21600";"24600";NA;NA;NA;NA;NA;"1300";NA;NA;NA;"700";NA;NA;NA;NA;NA;NA;NA;"10800";"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"29200";"200";"2160000";NA;"300";"57000";"100";"800";"8600";NA;"800"
"2003-05-05";NA;NA;"52000";NA;NA;NA;NA;NA;"72000";NA;NA;NA;"38800";"52600";NA;NA;NA;NA;NA;NA;NA;NA;NA;"700";NA;NA;"100";NA;NA;NA;NA;"47800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1100";"700";"2190000";"600";"900";"202000";NA;"500";"10600";NA;NA
"2003-05-19";NA;NA;"100";NA;NA;NA;NA;NA;"100";NA;NA;NA;"23200";"300";NA;NA;NA;NA;NA;"7300";NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;"1900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;"5200";"700";NA;"1900";NA;NA;NA;NA;NA
"2003-06-02";NA;NA;"400";NA;NA;"300";NA;NA;"300";NA;NA;NA;NA;"1300";NA;NA;NA;NA;NA;"100";NA;NA;NA;"500";"400";NA;NA;NA;NA;NA;NA;"31000";"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"50200";"600";"559000";NA;"600";"162000";NA;"300";NA;NA;"200"
"2003-06-16";NA;NA;NA;NA;NA;NA;NA;NA;"41400";NA;NA;NA;"500";"500";NA;NA;NA;NA;NA;"2100";NA;NA;NA;"200";"600";NA;NA;NA;NA;NA;NA;"49600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;"200";"900";"200";"57500";NA;"700";"138000";NA;"800";NA;NA;"200"
"2003-06-30";NA;NA;NA;NA;NA;NA;NA;NA;"7700";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;"11700";"100";NA;NA;NA;"100";"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"300";"28000";NA;NA;"241000";NA;"800";NA;NA;"400"
"2003-07-15";NA;NA;NA;NA;NA;NA;NA;NA;"74400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"300";NA;NA;NA;NA;NA;NA;"1800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"1300";"800";NA;"2700";"15400";NA;"49200";NA;NA;"900"
"2003-07-28";NA;NA;NA;NA;NA;NA;NA;NA;"161000";NA;NA;NA;"1100";"2500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3300";NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;"100";NA;"100";NA;"400";"1000";NA;"200";"14800";NA;NA;NA;NA;"200"
"2003-08-11";NA;NA;NA;NA;NA;"100";NA;NA;"56200";NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;"600";NA;NA;"400";NA;"100";NA;NA;"26500";NA;NA;NA;NA;"400";"700";NA;NA;NA;NA;NA;NA;"600";NA;NA;"200";"1000";"182000";NA;NA;"83800";NA;NA;NA;NA;"200"
"2003-08-25";NA;NA;NA;NA;NA;NA;NA;NA;"1200";NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;"500";NA;NA;NA;NA;"100";NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;NA;"100";"100";"500";"84800";NA;"1500";"152000";NA;"2400";NA;NA;"400"
