"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"1992-01-09";NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;"300";NA;NA;"300";"0";NA;"100";NA;NA;NA;NA;NA;"500";"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;"7000";"1200";NA;"100";NA;NA;NA;NA;NA;"400";NA;"400";NA;"1500";"2000";NA;"1300"
"1992-02-05";NA;NA;"2300";NA;NA;NA;NA;NA;"700";NA;NA;NA;NA;NA;"300";"0";NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"900";NA;NA;NA;NA;"3500";"3000";NA;"400";NA;NA;NA;NA;NA;"800";NA;"400";NA;"2000";"5900";NA;"2900"
"1992-03-04";NA;NA;"4000";NA;NA;NA;NA;NA;"1017450";NA;NA;NA;NA;NA;NA;"0";NA;NA;"3200";NA;NA;NA;NA;"49050";"400";NA;NA;NA;NA;NA;"2100";NA;NA;NA;NA;NA;"1050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";"100";"4200";"2400";NA;NA;NA;NA;NA;NA;"6300"
"1992-03-17";NA;NA;NA;"1050";NA;NA;NA;"2000";"100800";NA;NA;"100";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"23400";"12600";NA;NA;NA;NA;NA;"7350";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1050";"8150";"200";NA;NA;NA;NA;"1050";NA;"117350"
"1992-04-02";NA;NA;NA;NA;NA;NA;NA;NA;"117810";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"100";"1848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1500";NA;NA;"100";NA;NA;NA;"100";"13860";"100";NA;NA;NA;NA;"100";NA;"924"
"1992-04-21";NA;NA;NA;NA;NA;NA;NA;"200";"14600";NA;NA;NA;NA;NA;NA;"0";NA;NA;"200";NA;NA;NA;NA;"5100";"1800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"500";"200";NA;NA;NA;"400";NA;NA;"100";NA;NA;"100";"500";"2300";"5600";NA;NA;NA;"200";"1300";NA;"866100"
"1992-05-05";NA;NA;NA;NA;"4200";NA;NA;"1050";"26250";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"99750";"5250";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1000";NA;NA;NA;NA;NA;"10000";NA;NA;"300";NA;NA;NA;"500";"7250";"26250";NA;NA;NA;NA;NA;NA;"97350"
"1992-05-18";NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;"600";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"40000";"1400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;"1200";NA;NA;NA;NA;NA;NA;NA;"800";"14000";NA;"1200";NA;NA;NA;NA;"6000"
"1992-06-04";NA;NA;NA;NA;"100";NA;NA;"2100";"1200";NA;NA;"700";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"32900";"9800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"700";"1400";NA;NA;NA;"700";NA;NA;"700";NA;NA;"200";NA;"5600";"11900";NA;NA;NA;NA;"700";NA;"700"
"1992-06-18";NA;NA;NA;NA;NA;NA;NA;"200";"1200";NA;NA;"100";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"47000";"1400";NA;NA;NA;NA;NA;NA;"11600";NA;NA;NA;NA;"1200";NA;NA;NA;NA;"800";NA;NA;"200";NA;NA;"100";NA;"6000";"5600";NA;"32000";NA;NA;"1600";NA;"2000"
"1992-07-08";NA;NA;NA;NA;NA;NA;NA;"400";"1600";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"3200";"2000";NA;NA;NA;NA;NA;NA;"205800";NA;NA;NA;NA;"600";NA;NA;NA;NA;"800";NA;NA;NA;NA;NA;"200";"1200";"1000";"2200";NA;"1800";NA;NA;"800";NA;"900"
"1992-08-05";NA;NA;NA;NA;NA;"600";NA;NA;"22400";NA;NA;NA;NA;NA;NA;"0";NA;NA;"800";NA;NA;NA;NA;"16400";"600";NA;NA;NA;NA;NA;NA;"4400";NA;NA;NA;NA;"1000";"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;"600";"400";"34000";"4000";NA;NA;NA;NA;NA;NA;"600"
"1992-09-10";NA;NA;NA;NA;NA;NA;NA;NA;"12600";NA;NA;"27300";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"13650";NA;NA;NA;NA;NA;NA;NA;"46200";NA;NA;NA;"100";"100";"6300";NA;NA;NA;"3150";NA;NA;NA;NA;NA;"100";NA;NA;"44200";NA;NA;NA;NA;NA;NA;"100"
