"Date";"Coscinodiscophycidae";"Bacillariophyceae incertae sedis";"Oscillatoriophycideae";"Synechococcophycideae";"Bacillariophycidae+Fragilariophycidae";"Haptoria";"Alophycidae";"Oligotrichia";"Dinophyceae";"EUG";"CRY";"NEI"
"1988-06-16";"38200";NA;NA;NA;"9200";NA;NA;NA;"1800";NA;NA;NA
"1988-06-30";"33600";NA;NA;NA;"2800";NA;NA;NA;"1800";NA;NA;NA
"1988-07-11";"15200";NA;NA;NA;"6300";NA;NA;NA;"1400";NA;NA;NA
"1988-07-28";"90600";NA;NA;NA;"3600";NA;NA;NA;"9900";NA;NA;NA
"1988-08-12";"24600";NA;NA;NA;"6600";NA;NA;NA;"8200";NA;NA;NA
"1988-08-25";"1700";NA;NA;NA;"200";NA;NA;NA;"1300";NA;NA;NA
"1988-09-15";"9600";NA;NA;NA;"400";NA;NA;NA;"66900";NA;NA;NA
"1988-10-06";"2900";NA;NA;NA;"500";NA;NA;NA;"1000";NA;NA;NA
"1988-10-20";"11000";NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA
"1988-11-04";"1900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1988-11-17";"1800";NA;NA;NA;"100";NA;NA;NA;NA;NA;NA;NA
"1988-12-15";"3800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1989-01-05";"19500";NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA
"1989-02-02";"7200";NA;NA;NA;"300";NA;NA;NA;NA;NA;NA;NA
"1989-03-02";"15300";NA;NA;NA;"5800";NA;NA;NA;NA;NA;NA;NA
"1989-03-16";"22300";NA;NA;NA;"2700";NA;NA;NA;NA;NA;NA;NA
"1989-04-13";"22600";NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA
"1989-04-27";"17100";NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA
"1989-05-11";"20300";NA;NA;NA;"3600";NA;NA;NA;NA;NA;NA;NA
"1989-05-25";"9000";NA;NA;NA;"16300";NA;NA;NA;"600";NA;NA;NA
"1989-06-15";"20700";NA;NA;NA;"8000";NA;NA;NA;NA;NA;NA;NA
"1989-06-29";"14000";NA;NA;NA;"7500";NA;NA;NA;"200";NA;NA;NA
"1989-07-13";"12700";NA;NA;NA;"1200";NA;NA;NA;NA;NA;NA;NA
"1989-07-27";"8800";NA;NA;NA;"3200";NA;NA;NA;NA;NA;NA;NA
"1989-08-11";"7500";NA;NA;NA;"2100";NA;NA;NA;NA;NA;NA;NA
"1989-08-25";"9200";NA;NA;NA;"400";NA;NA;NA;"5100";NA;NA;NA
"1989-09-07";"4500";NA;NA;NA;"3900";NA;NA;NA;"1400";NA;NA;NA
"1989-10-05";"14800";NA;NA;NA;"7900";NA;NA;NA;NA;NA;NA;NA
"1989-10-19";"9600";NA;NA;NA;"3000";NA;NA;NA;"200";NA;NA;NA
"1989-10-26";"21700";NA;NA;NA;"1500";NA;NA;NA;NA;NA;NA;NA
"1989-11-09";"12300";NA;NA;NA;"1400";NA;NA;NA;NA;NA;NA;NA
"1989-11-23";"10900";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1989-12-07";"17600";NA;NA;NA;"700";NA;NA;NA;NA;NA;NA;NA
