"Date";"CHA";"SKE";"GYM";"LEP";"NIT";"PRP";"PSE";"THP";"PRO";"PLE";"SCR";"NEI"
"1998-11-02";NA;"200";"100";NA;"1500";"100";"300";"900";"2100";NA;"100";"107300"
"1998-11-30";NA;NA;NA;NA;"12800";NA;"100";NA;NA;"400";NA;"9000"
"1998-12-14";NA;NA;NA;"100";"1200";NA;NA;"200";NA;"100";NA;"16900"
"1998-12-30";NA;"5200";NA;NA;"800";"200";"200";"6400";NA;"200";"100";"30200"
"1999-01-13";NA;"800";"100";NA;"1700";NA;NA;"1500";NA;"500";NA;"36200"
"1999-01-25";"100200";"3990000";"200";NA;NA;"300";"19500";"25000";NA;NA;NA;"436600"
"1999-02-08";NA;"3800";NA;NA;"4300";NA;"1300";"300";"200";NA;NA;"57400"
"1999-02-22";NA;NA;NA;NA;"300";"500";NA;NA;"800";NA;NA;"17000"
"1999-03-09";"500";NA;NA;NA;"100";"100";"100";NA;"500";"300";NA;"1900"
"1999-03-23";NA;NA;"100";NA;NA;NA;NA;NA;"2400";NA;"400";"200"
"1999-04-06";"71500";"1000";"100";NA;"200";"100";"20300";"1000";"1500";NA;"100";"19600"
"1999-04-20";NA;NA;NA;"100";NA;"1100";NA;NA;"2600";NA;NA;"8900"
"1999-05-05";"900";NA;NA;NA;"900";"700";"200";NA;"600";NA;"3200";"899100"
"1999-05-18";NA;NA;NA;NA;"300";NA;"200";NA;"100";"100";NA;"9600"
"1999-06-15";NA;NA;NA;NA;"100";NA;NA;NA;"400";NA;NA;"500"
"1999-06-29";"13500";"1200";"3500";"41800";"400";"4400";"33600";NA;"42100";"200";"2400";"21500"
"1999-07-13";"5600";"97000";"500";"8400";"500";"8100";"18500";NA;"29800";"500";"13400";"41000"
"1999-07-27";"15000";"65100";"3200";"1800";"14900";"26500";"600";NA;"9500";"400";"3700";"58100"
"1999-08-10";"27200";"21500";"200";"1900";"500";"4400";"900";"1400";"300";NA;"300";"76600"
"1999-08-24";"15500";"70500";"200";"6000";NA;"7000";"207000";"1000";"300";"500";"1000";"13500"
"1999-09-08";"5700";"39900";NA;"1700";NA;"41500";"26400";"500";"21500";NA;"2800";"35800"
"1999-09-20";"3100";"2300";"100";NA;"1000";"3100";"2300";"500";"900";"3800";"1200";"16800"
"1999-10-11";"55800";"4200";"100";"9900";NA;"1000";"15500";"600";"300";NA;"500";"19200"
"1999-10-25";"300";"300";"100";NA;NA;"6100";"600";"100";"1300";NA;"100";"44100"
"1999-11-08";"5400";"2e+05";"300";"1900";"700";"100";"5900";"2800";"13000";"600";NA;"16800"
"1999-11-23";"800";"2600";"100";"1300";"400";NA;"1300";NA;NA;NA;NA;"1500"
"1999-12-07";"27400";"218000";"200";"7900";"400";NA;"6500";"99500";"3200";NA;NA;"115100"
"1999-12-21";"11000";"314000";NA;NA;NA;"100";"1000";NA;"62100";"200";NA;"38400"
"2000-01-04";NA;"5000";NA;NA;"300";NA;NA;NA;"900";"300";NA;"12300"
"2000-01-17";"4500";"27700";NA;NA;"200";NA;"1000";"4600";NA;NA;NA;"281300"
"2000-01-31";"2300";"2000";NA;NA;"1100";"200";NA;"2800";"6800";NA;NA;"66700"
"2000-02-15";"5800";NA;"300";NA;"7900";NA;"900";"100";NA;"700";"200";"54400"
"2000-02-28";"56100";"1500";NA;"3400";"2000";"100";"7300";"1400";"3600";NA;"200";"237200"
"2000-03-15";"25200";NA;NA;"5700";"13400";"100";"3700";"100";NA;"600";"100";"118500"
"2000-03-27";"54000";"5300";"1500";"10100";"1000";"400";"17200";NA;"700";"300";"100";"442600"
"2000-04-10";"19600";"3600";NA;"1800";"1100";NA;"2700";"100";"100";NA;"1500";"28200"
"2000-04-26";"11200";"4700";"100";"10700";"17600";"100";"1300";NA;"3600";NA;"800";"683200"
"2000-05-10";"68800";"2100";"200";"6400";"1000";"2200";"181000";NA;"2400";"100";"500";"48000"
"2000-05-23";"34900";"300";"100";"300";NA;"1300";"674000";NA;"400";"100";"800";"84800"
"2000-06-05";"300";NA;"700";"1400";NA;"2400";"24500";NA;"36800";"100";"19300";"53700"
"2000-06-19";"1800";"4800";"100";"200";"1400";"600";"81600";"900";"92100";"800";"1600";"2900"
"2000-07-03";"2300";"28000";"100";"6600";"200";"1700";"4000";NA;"4100";"100";"1900";"113000"
"2000-07-18";"2000";"5100";NA;NA;"600";"12400";"3500";"200";"400";"500";"900";"27400"
"2000-08-01";"68200";"456000";NA;"900";"400";"600";"30600";"2300";"3200";"200";"1700";"72700"
"2000-08-16";"57700";"4220000";"200";"21800";"12000";"3200";"9000";"3100";"2600";"100";"4400";"29100"
"2000-08-30";"7400";"197000";"600";"2400";"52100";"145200";"5800";"500";"10200";"72800";"1900";"89400"
"2000-09-11";"25000";"1520000";"1400";"12300";"20900";"3000";"26800";"20500";"1100";"200";"5800";"108500"
"2000-09-28";"20600";"434000";"600";"4600";"400";"3900";"65700";"100";"11500";"400";"1900";"24000"
"2000-10-10";NA;"7200";"100";NA;NA;"1600";NA;NA;"500";"500";"300";"75800"
"2000-10-24";"3300";"29300";"200";NA;NA;NA;"1700";"200";NA;"100";"100";"11700"
"2000-11-06";"8200";"44400";"100";"400";"100";NA;"2100";"13500";"1600";"500";"200";"23900"
"2000-11-20";"2500";NA;NA;"2400";"400";NA;"1700";"200";"400";"200";NA;"27200"
"2000-12-04";NA;"2600";NA;NA;"200";NA;"100";"400";NA;NA;NA;"16600"
"2000-12-19";NA;"10300";"100";NA;"100";NA;"100";"900";"100";"100";"300";"18800"
"2001-01-03";NA;"17500";"100";NA;"400";NA;"700";"700";"100";"100";"300";"14300"
"2001-01-15";NA;"900";NA;NA;"400";NA;NA;"200";"300";"100";"400";"65000"
"2001-01-29";"900";"4300";NA;NA;"1300";"100";"2100";"400";NA;"300";"200";"26600"
"2001-02-12";"1400";"47800";"200";NA;"200";"100";"122000";"1000";NA;"800";NA;"43700"
"2001-02-26";"53800";"7000";"200";"500";NA;"200";"146100";"500";"100";"300";"700";"61100"
"2001-03-14";"160000";"1100";"500";"500";NA;"300";"61200";"1100";"300";"700";"400";"157600"
"2001-03-28";"189000";NA;"1200";"1800";"7600";"400";"334300";NA;"300";"200";"200";"29100"
"2001-04-09";"137000";NA;"400";"5500";"400";"400";"100";NA;"700";"300";"100";"52000"
"2001-04-24";"15000";NA;"400";"1500";"600";"500";"3200";"5500";"400";"100";"1200";"54000"
"2001-05-07";"73700";"900";"800";"29000";NA;"300";"2600";NA;"500";"100";"700";"158000"
"2001-05-21";"444000";"12100";"400";"4900";"1600";"1900";"20800";"100";"400";"300";"4300";"82300"
"2001-06-05";"27900";"2500";"100";"3700";NA;"800";"1000";NA;"700";"100";"500";"281400"
"2001-06-18";"144000";"66000";NA;"14200";"200";"600";"44300";NA;"2200";"200";"800";"27200"
"2001-07-02";"33000";"38900";"200";"2800";NA;"3400";"9300";NA;"70800";"400";"2500";"318300"
"2001-07-16";"404000";"91200";NA;"20700";NA;"3400";"70700";"300";"2300";"100";"900";"85000"
"2001-07-30";"45200";"425000";NA;"1700";"100";"3200";"12200";NA;"7800";"100";"3500";"64700"
"2001-08-14";"1200";"21500";"600";"600";"600";"1900";"1900";"100";"5100";NA;"300";"37800"
"2001-08-27";"167000";"2070000";NA;"1600";"100";"2800";"4900";NA;"1100";"200";"800";"34500"
"2001-09-10";"5700";"275000";NA;"2200";"37000";"2200";"5900";"56100";"700";"800";"600";"62400"
"2001-09-24";"104000";"518000";"100";NA;"200";"100";"7900";"500";"200";"200";"900";"13500"
"2001-10-08";"220000";"177000";"200";"4700";"100";"2000";"17100";"500";"7700";"300";"200";"26900"
"2001-10-22";"700";"1100";"700";"2000";"200";"1900";"1800";NA;"1200";NA;"700";"50200"
"2001-11-05";"32000";"35200";"300";"25300";"22400";"1200";"5600";"3500";"300";"400";"700";"100500"
"2001-11-19";"100";"25100";NA;NA;"1100";NA;NA;"1100";NA;"300";"200";"51100"
"2001-12-03";NA;"2000";NA;NA;"1300";NA;"1000";"2000";NA;"600";NA;"95500"
"2001-12-17";"200";"1000";NA;"100";"2600";NA;"500";"600";"200";"200";"100";"51300"
"2002-01-02";"1900";NA;NA;NA;"66600";NA;NA;NA;"200";"300";NA;"173500"
"2002-01-15";NA;"38900";NA;NA;"100";NA;NA;NA;"300";NA;NA;"16600"
"2002-01-28";NA;"300";"2400";NA;"2100";NA;NA;NA;NA;NA;NA;"85800"
"2002-02-12";"63400";"2700";"100";NA;"200";"200";"500";"900";NA;NA;"400";"65400"
"2002-02-26";"1800";NA;NA;NA;"6900";NA;"500";NA;"500";"400";"100";"48100"
"2002-03-12";"52000";"4800";NA;"1400";"5300";"100";"1500";"100";"100";"200";"100";"56700"
"2002-03-27";"14000";"300";"100";"1100";"1000";"300";"1200";NA;NA;"100";"700";"18900"
"2002-04-08";"87500";"4700";"100";"16100";"400";NA;"41000";"300";NA;"100";"900";"23200"
"2002-04-22";"143000";"3800";NA;"37800";"1300";NA;"61000";NA;NA;"300";"2400";"40200"
"2002-05-06";"643000";NA;"200";"5800";NA;"2400";"4800";"200";"100";"100";"28300";"129600"
"2002-05-21";"138000";"2300";"500";"12700";"2200";"1200";"20000";"200";"400";"600";"1200";"23300"
"2002-06-04";"732000";"507000";"1500";"213400";NA;"6300";"1760000";"400";"1800";"300";"13800";"35600"
"2002-06-18";NA;NA;"600";NA;NA;"2200";NA;"100";"900";"400";"1300";"44100"
"2002-07-01";NA;NA;"500";NA;NA;"22900";NA;"100";"146400";NA;"14100";"15000"
"2002-07-15";NA;NA;"500";NA;NA;"1300";"100";"100";"4300";"100";"100";"5700"
"2002-07-29";NA;NA;"200";NA;NA;"3700";NA;NA;"32400";NA;"13900";"40700"
"2002-08-12";"1100";"7700";"100";"800";"300";"12900";"114000";NA;"8300";"400";"1000";"7200"
"2002-08-26";"100";NA;"500";NA;"500";"1900";"400";"500";"36100";"400";"600";"23000"
"2002-09-10";NA;NA;NA;NA;"200";"2500";"300";"700";"20500";"800";"800";"64600"
"2002-09-23";"4900";NA;"200";NA;"100";"4500";"70800";"900";"1700";"600";NA;"31200"
"2002-10-07";"64900";"3330000";"400";"27600";"57900";"2300";"35100";"1700";"600";"100";"1900";"26100"
"2002-10-22";"42800";"47300";NA;"13200";"100";"300";"9800";"5300";"300";"200";"100";"7100"
"2002-11-04";"76400";"18600";NA;"16900";"100";"200";"3900";"400";"600";NA;"1500";"14200"
"2002-11-19";"5700";"2600";NA;"2700";"100";NA;"1900";"500";"1900";NA;"300";"19200"
"2002-12-03";NA;NA;NA;NA;"100";"100";"100";NA;"1600";NA;"200";"23700"
"2002-12-17";"2700";"12500";NA;NA;"100";NA;NA;"700";NA;"100";NA;"15300"
"2002-12-27";"1800";"123000";NA;NA;"6900";NA;"800";"600";NA;"800";NA;"56600"
"2003-01-14";NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";NA;"1400"
"2003-01-28";"5800";"6400";NA;NA;"800";NA;NA;"7400";NA;NA;NA;"4000"
