"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"1992-01-07";NA;NA;"6250";NA;NA;NA;NA;NA;NA;NA;NA;"625";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"625";"3125";NA;NA;NA;"43750";NA;NA;"1250";NA;NA;NA;NA;NA;"625";NA;"3750";NA;"8750";NA;NA;"8125"
"1992-02-07";NA;NA;NA;NA;NA;NA;NA;NA;"58000";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"625";"6250";NA;NA;NA;"8125";NA;NA;NA;NA;NA;NA;NA;NA;"4375";NA;"21250";NA;"13750";"87500";NA;"9375"
"1992-03-09";NA;NA;"7500";NA;NA;NA;NA;NA;"357750";NA;NA;NA;NA;NA;NA;"0";NA;NA;"4375";NA;NA;NA;NA;"318125";"1250";"3750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6875";NA;"625";NA;"8125";NA;NA;NA;NA;NA;NA;NA;"6875";"10000";NA;NA;NA;"4375";NA;NA;"3247500"
"1992-03-31";NA;NA;"12500";NA;NA;NA;NA;"625";"482125";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"140000";"1875";NA;NA;NA;NA;NA;"12500";NA;NA;NA;NA;NA;"1250";"6250";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1875";NA;NA;NA;"6875";NA;NA;"2028125"
"1992-04-21";NA;NA;"1875";NA;NA;NA;NA;"1875";"8500";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"130625";"1250";NA;NA;NA;NA;NA;"8150";NA;NA;NA;NA;"1250";NA;"3750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12500";"21250";NA;NA;NA;NA;NA;NA;"10450875"
"1992-04-30";NA;NA;"3125";NA;"1250";NA;NA;"3125";NA;NA;NA;NA;NA;"8750";NA;"0";NA;NA;NA;NA;NA;NA;NA;"440000";"2500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5000";NA;NA;NA;NA;NA;NA;NA;NA;"68125";NA;NA;NA;NA;NA;NA;"2922125"
"1992-05-14";NA;NA;NA;NA;NA;NA;NA;"1875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"142500";"20625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1250";NA;NA;NA;NA;NA;NA;NA;NA;"625";NA;NA;NA;NA;NA;"83125";NA;NA;NA;NA;NA;NA;"461750"
"1992-05-29";NA;NA;NA;NA;NA;NA;NA;"7500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"214375";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1875";NA;NA;NA;NA;NA;NA;NA
"1992-06-05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"3125";"1875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"625";NA;NA;NA;NA;NA;"2500";NA;NA;NA;NA;NA;NA;"4375"
"1992-06-16";NA;NA;"10625";NA;NA;NA;NA;NA;"3125";NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;"322500";"625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1250";NA;"4375";NA;NA;NA;NA;NA;NA;"1875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
