"Date";"SALI";"TEMP";"TURB";"OXYGENE";"SVSOUMOY";"SVSOURIS";"TOXPSP";"USPSP";"SVSOURI1";"SVSOURI2";"SVSOURI3";"CHLOROA";"PHEO";"ASP";"TURB-FNU";"AO+DTXs";"AZAs";"PTXs";"SVSOUMED";"YTXs";"SPXs"
"1996-07-22";"30";"24";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-08-01";"33.2";NA;"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-08-05";"33.2";NA;"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-08-12";"33.2";"24";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-08-20";"33.3";"25";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-08-26";"33.3";"24";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-09-02";"33.3";"22";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-09-11";"33.5";"22";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-09-18";"33.4";"18";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-09-23";"32.8";"13";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-10-09";"34.1";"19";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-10-21";"34.4";"19";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-11-04";"34.7";NA;"0.8";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-11-18";"31.1";"16";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-12-02";"34.3";"13";"1.8";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-12-17";"31.2";"13";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-01-07";"31.7";"11";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-01-20";"32.8";NA;"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-02-05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-02-11";"32.9";"13";"0.6";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-02-19";"33.8";"14.5";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-02-24";"33.5";"13";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-03-05";"34.1";"12.5";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-03-10";NA;"14";NA;NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-03-17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-03-25";"34";"15";"1.5";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-04-02";"33.1";"15";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-04-07";NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-04-15";NA;"17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-04-21";NA;"16";NA;NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-04-29";"33.3";"19";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-05-13";"33.5";NA;"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-05-22";"32.6";"19";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-05-27";"33";"21";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-02";"32.8";"18.4";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-10";"31.6";"22";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-24";"33.3";"17";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-06-30";"34";"17";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-07";"34";"18";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-16";"33";"22";"11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-22";"33.2";"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-07-29";"33.4";"22";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-05";"32.9";"23.5";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-11";"33.3";"24";"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-20";"33";"26";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-08-26";"33.3";"24";"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-01";"33.6";"20";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-11";"33.8";"23";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-18";"34.1";"24";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-24";"34.1";"24";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-09-29";"34.1";"23";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-10-16";"34.4";"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-10-28";"34.5";"18";"8.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-11-12";"33.1";"17.5";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-11-26";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-12-01";"33.9";NA;"1";NA;NA;NA;"385";"0.875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-12-08";"33.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1997-12-22";"34";NA;"1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-01-06";"33.8";"14";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-01-21";NA;"11.5";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-02";NA;"13";NA;NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-09";"34.1";"13";"0.8";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-16";"34.1";"13";"1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-02-23";NA;NA;"1";NA;"1440";NA;NA;NA;"429";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-02";"34.5";"14";"4";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-10";"34.5";"12.3";"4.4";NA;"840";NA;NA;NA;"840";"1440";"840";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-16";"34.2";"14";"2.5";NA;"1440";NA;NA;NA;"306";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-24";"35";NA;"2.4";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-03-30";"35";"14.5";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-04-16";NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-04-27";"34.3";"16.5";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-06";"33.7";"16";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-12";"34.3";"18.5";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-19";"34.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-05-27";"34.2";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-03";"34";"20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-10";"34";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-16";"34.8";"16.2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-23";"24";"20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-06-29";"32.8";"21";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-06";"34.6";"21";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-10";"34.5";"18.7";"1.2";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-20";"34.4";"25";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-07-27";"34";"25";"1.5";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-03";NA;"22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-17";"33.2";"26.9";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-24";"34.9";"18";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-08-31";"35.1";"22";"4.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-09-09";"34";"23";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-09-17";NA;"16.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-09-21";"34.3";"20.1";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-10-05";"34.2";NA;"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-10-22";"33.6";"17";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-10-28";"34.2";"17";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-11-02";"34.2";"14.3";"1.6";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-11-18";"35";"14";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-12-03";"34.9";"12";"2.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-12-16";"37.5";"13.7";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1998-12-22";"35.3";"13.1";"1.6";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-01-04";"34.6";"13";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-01-18";"28";"11.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-02-01";"37.3";"11.2";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-02-18";"37.7";"11.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-03-01";"37.1";"12.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.21";"2.4";NA;NA;NA;NA;NA;NA;NA;NA
"1999-03-18";"35";"13.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"3.57";NA;NA;NA;NA;NA;NA;NA;NA
"1999-03-30";"34.5";"13";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.19";"0.91";NA;NA;NA;NA;NA;NA;NA;NA
"1999-04-15";"34.7";"14.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.59";NA;NA;NA;NA;NA;NA;NA;NA
"1999-04-26";"34.1";"14.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"2.51";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-03";"33.9";"16.5";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-10";NA;"17.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.14";"2.4";NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-17";"34.2";"17";"2.1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"0.19";"2.35";NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-25";"34.1";"19";"0.5";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-05-31";"34.3";"23";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.53";NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-07";"27.5";"20";"2";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"0.06";"2.01";NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-14";"34.5";"19.2";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.27";NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-21";"35.3";"20.9";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.64";"0.7";NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-23";NA;NA;NA;NA;"1440";NA;NA;NA;"1440";"1159";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-06-30";"35.6";"17.5";"2";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-07";"34.9";"24";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;"0.47";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-12";"35.1";"20.3";"5.5";NA;NA;NA;NA;NA;NA;NA;NA;"1.25";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-19";"35";"21";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-07-26";"35";"21.5";"2.5";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"1.87";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-02";"35.3";"23.5";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;"1.68";"0.41";NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-12";"38.5";"20.7";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-16";"38.3";"19.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.28";"0.86";NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-23";"34.8";"22.2";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-08-31";"34.4";"24";"4";NA;NA;NA;NA;NA;NA;NA;NA;"1.71";"0.82";NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-06";NA;"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-16";"30.2";"24.1";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.06";"0.63";NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-20";"31.4";"23";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-09-27";"35.7";"23.8";"1.3";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"0.84";"4.82";NA;NA;NA;NA;NA;NA;NA;NA
"1999-10-04";"35.9";"19.2";"3";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-10-11";"36.2";"20";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.8";NA;NA;NA;NA;NA;NA;NA;NA
"1999-10-25";NA;"18.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.73";NA;NA;NA;NA;NA;NA;NA;NA
"1999-11-08";"34.8";"18";"6";NA;NA;NA;NA;NA;NA;NA;NA;"2.09";"0.96";NA;NA;NA;NA;NA;NA;NA;NA
"1999-11-24";"35.5";"12.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-06";"35.2";"13.1";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-13";"35.3";"13.5";"1";NA;"484.666666666667";NA;"385";"0.875";"484.333333333333";"962.666666666667";"723.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-15";"36.1";"12.6";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-20";"36.4";"13";"2.2";NA;"962";NA;"385";"0.875";"1440";"962";"484.666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-27";NA;NA;NA;NA;NA;NA;"385";"0.875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1999-12-29";"36.4";"11.6";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-03";"36.5";"12.6";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;"0.93";"0.19";NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-18";"35.7";"13.2";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-01-31";"36.4";"12";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0.31";"0.67";NA;NA;NA;NA;NA;NA;NA;NA
"2000-02-07";"36.5";"12.3";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-02-14";"36.6";"11.9";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;"0.56";"0.34";NA;NA;NA;NA;NA;NA;NA;NA
"2000-02-21";"36.6";"11.9";"1.2";NA;"732";NA;NA;NA;"504";"960.5";"480.833333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-02-28";"38.1";"12.7";NA;NA;"1440";NA;"385";"0.875";"1440";"1440";"1440";"0.32";"0.2";NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-06";"35.9";"12.5";"2";NA;"5.5";NA;"898";"2.04";"720.625";"6.75";"4.375";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-13";"35.7";"12.4";"1.2";NA;"720.6";NA;"762";"1.74";"720.65";"720.55";"1440";"0.42";"0.49";NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-20";"36.5";"13.6";"1.8";NA;"8";NA;"1429";"2.32";"8";"9";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-03-27";"35.2";"13.5";"2.5";NA;"1440";NA;"744";"1.69";"1440";"1440";"1440";"0.35";"0.35";NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-04";"36.4";"12.8";"1";NA;"1440";NA;"524";"1.19";"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-11";"35.5";"13";"1.3";NA;NA;NA;"385";"0.875";NA;NA;NA;"0.48";"0.98";NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-17";"35.2";"13";"1.2";NA;NA;NA;"550";"1.25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-19";"35.3";"14.8";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-04-25";"36.5";"14.5";"1.6";NA;NA;NA;"528";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-02";"37.6";"16.6";NA;NA;NA;NA;"410";"0.934";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-09";"37";"17";"0.7";NA;NA;NA;"385";"0.875";NA;NA;NA;"4.75";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-15";"37.6";"18.7";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-24";NA;"16.4";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"25.56";NA;NA;NA;NA;NA;NA;NA;NA
"2000-05-30";"35.2";NA;"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-06-06";"37.9";"19.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.72";"1.52";NA;NA;NA;NA;NA;NA;NA;NA
"2000-06-14";"37.4";"22.3";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2000-06-20";"37.7";"23.9";"0.6";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"0.35";"1.37";"0.15";NA;NA;NA;NA;NA;NA;NA
"2000-06-28";"37.9";"18.5";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-05";"38";"22.2";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-19";"38.4";"16.9";"2.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.5";"0.62";NA;NA;NA;NA;NA;NA;NA;NA
"2000-07-24";"38.4";"20.4";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.29";NA;NA;NA;NA;NA;NA;NA
"2000-07-31";"35.1";"21.4";"1.1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";"0.45";"0.78";NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-07";"35.2";"18";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-17";NA;"24.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.11";"4.1";NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-21";"35.6";"25.1";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-08-28";"35.6";"24.2";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"1.96";NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-06";"37.1";"17.8";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-12";"37.3";"22.4";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-09-20";"37.3";"21";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
