"Date";"SALI";"TEMP";"TURB";"OXYGENE";"SVSOUMOY";"SVSOURIS";"TOXPSP";"USPSP";"SVSOURI1";"SVSOURI2";"SVSOURI3";"CHLOROA";"PHEO";"ASP";"TURB-FNU";"AO+DTXs";"AZAs";"PTXs";"SVSOUMED";"YTXs";"SPXs"
"1992-06-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-06-10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-06-18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-06-22";"29.5";NA;"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-06-30";"32.8";NA;"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-07-06";"33";NA;"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-07-21";"31";"25.5";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-07-30";"30.5";"28.3";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-08-03";"31.7";"26";"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-08-10";"30.7";"25";"0.75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-08-18";"32";"21";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-08-27";"31.2";"24";"1.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-08-31";"30.7";"25";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-09-08";"29.8";"18";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-09-16";"31.1";"23";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-09-21";"31.4";"23";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-09-28";"30.2";"20.5";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-10-01";NA;NA;NA;NA;"1500";"1500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-10-06";"31.8";"19.5";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-10-12";NA;"20";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-10-26";NA;NA;"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-11-09";NA;"16.5";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-11-23";"37.7";"15";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-12-14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1992-12-29";"35.3";"10.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-01-12";"36.5";"10";"0.25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-02-09";"36";"12.5";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-02-24";"36.1";"12";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-03-09";"36.2";"10.5";"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-03-22";"36.1";"14.2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-03-25";"36.2";"13";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-03-29";"36.3";"12";"0.3";NA;NA;NA;"497";"1.13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-04-05";"36.3";"12.8";"0.9";NA;NA;NA;"631";"1.33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-04-13";NA;NA;NA;NA;"2.25";"2.25";"350";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-04-19";NA;"15";NA;NA;"5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-04-26";"35.6";"15";"1.5";NA;"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-05-03";"33.2";"17";"1.3";NA;"14.33";"14.3333333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-05-10";"34.7";"18.1";"0.4";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-05-17";"35.3";"17.5";"1";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-05-24";"35.7";"18";"1.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-06-01";"35.2";"18";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-06-08";"35.7";"21";"0.55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-06-15";"35.7";"15";"0.4";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-06-21";"35.7";"19.6";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-06-28";"35.4";"22";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-07-06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-07-12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-07-19";"35.4";"21.7";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-07-26";"35.3";"20.5";"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-03";"34.9";"22";"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-09";"35.4";"23.5";"0.8";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-12";"35.9";"20.7";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-18";"35.6";"23.8";"4.4";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-23";"35.9";"25";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-26";NA;NA;NA;NA;"1500";"1500";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-08-31";"35.9";"18.2";"3.1";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-09-07";NA;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-09-08";NA;NA;NA;NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-09-14";"36.1";"20.8";"1.5";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-09-20";NA;NA;NA;NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-09-27";"35.5";"19.6";"1.5";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-10-04";"35.7";"17.9";"2.9";NA;"1440";"1200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-10-11";"35.5";"18.8";"3.3";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-10-19";"34.7";"18";"3";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-10-27";"35";"16.1";"1.6";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-11-02";"35.3";"17.9";"3";NA;"1440";"1300";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-11-08";"30.2";"13.9";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-11-15";"34.7";"14.3";"2.8";NA;"492";"491.666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-11-22";"35.7";"16.1";"0.5";NA;"14.37";"14.3666666666667";"352";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-11-29";"35.7";"13.8";"0.25";NA;"10.86";"10.8566666666667";"352";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-12-06";"35.6";"12.2";"0.45";NA;"19.92";"493.28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-12-13";"35.6";"13.3";"0.4";NA;"8.84";"8.84";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-12-20";"35";"13.3";"0.55";NA;"5.17";"5.16666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1993-12-27";"35.8";"11";"0.6";NA;"4.83";"4.82666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-03";"35.8";"11.3";"0.3";NA;"4.85";"4.85";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-10";"33.7";"12.8";"1.3";NA;"6.66";"6.66333333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-17";NA;NA;NA;NA;"13.29";"13.29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-19";"34.8";"12.3";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-24";"35.2";"12.3";"0.7";NA;"5.3";"5.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-01-31";"35.2";"11.5";"0.6";NA;"3.98";"3.98333333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-02-07";"25.7";"11.5";"1.8";NA;"3.23";"3.22666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-02-16";"35.4";"10.9";"1.5";NA;"5.4";"5.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-02-21";"35.3";"12.5";"1";NA;"2.9";"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-03-01";"35.2";NA;"0.7";NA;"3.62";"3.61666666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-03-07";"35.3";"15";"0.5";NA;"2.98";"2.98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-03-14";"35.5";"14.1";"0.5";NA;"1.98";"1.98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-03-21";"35.7";"14.1";"0.4";NA;"1.72";"1.72333333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-03-28";"35.7";"14";"0.6";NA;"5.69";"5.69333333333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-04-05";"35.6";NA;"0.3";NA;"2.88";"481.92";"433";"1.015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-04-11";"35.7";"12.8";"0.8";NA;"3.4";"3.4";"481";"1.11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-04-20";"34.9";"13.4";"0.4";NA;"3.36";"3.35666666666667";"415";"0.917";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-04-25";"35";"14.5";"0.9";NA;"3.8";"3.8";"379";"0.875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-05-02";"35.1";"18";"2";NA;"5.8";"5.8";"374";"0.875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-05-09";"35.6";"18.2";"1.9";NA;"9.9";"9.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-05-16";"35.6";"16.2";"0.8";NA;"11.51";"11.5066666666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-05-24";"35.6";"18.4";"1.4";NA;"34.3";"34.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-05-30";"35.7";"19.5";"0.35";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-06-06";"35.9";"15.1";"0.45";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-06-13";"35.7";"17";"0.6";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-06-20";"35.7";"18.6";"0.9";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-06-27";"35.6";"22.2";"1";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-07-04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-07-11";"35.9";"19";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-07-18";"35.9";"25.2";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-07-25";"35.9";"23.1";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-08-01";"36.1";"27.2";"0.55";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-08-09";"36.1";"27.2";"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-08-18";"35.9";"21.5";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-08-24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-08-29";"38.3";"21";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-09-06";"38.7";"24.5";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-09-12";"35.8";"19.2";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-09-19";"38.6";"16.5";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-09-27";"36.7";"20";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-10-04";"36.9";"17";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-10-17";"36.9";"18.1";"0.95";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-10-25";"36.3";"18.1";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-11-07";"30.4";"16";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-11-21";"36.7";"17.1";"0.85";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-12-05";NA;"16.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1994-12-19";"36.9";"16.3";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-01-02";"36.8";"15";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-01-17";"36.8";"12.5";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-01-30";"36.2";"13";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-02-13";"36.4";"13.2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-02-27";"36.4";"13.5";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-03-13";"36.5";"14.4";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-03-28";"36.5";NA;"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-04-10";"36.6";"15.6";"0.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-04-25";"31.3";"14";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-05-02";"35.7";"19";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-05-09";"35.9";"18";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-05-15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-05-23";"36.1";"19.2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-05-29";"35";"20.8";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-06-06";"35.8";"19.2";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-06-13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-06-20";"36.2";"19";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-06-28";"37";"22.5";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-07-03";"36.9";"23.2";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-07-10";"37";"24";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-07-17";"37.1";"20.5";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-07-24";"37.1";"23";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-07-31";"37";"26";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-08-07";"37.2";"25.5";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-08-16";"37";"25";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-08-21";"37.1";"25.1";"3.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-08-28";"37.1";"22";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-09-04";"36.9";"19";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-09-11";"35.5";"19";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-09-18";"35.9";"19";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-09-25";"34.9";"18.5";"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-10-02";"35.5";"19.5";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-10-16";"35.2";"19";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-10-30";"35.2";"20";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-11-13";"25.3";"17.5";"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-11-28";"34.1";"13";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-12-06";"34.4";"12";"2.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-12-11";"28.5";NA;"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1995-12-26";"34.4";"13.5";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-01-08";"34.3";NA;"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-01-24";"28.1";"12";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-02-13";"34.5";"12";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-02-20";"34.2";NA;"0.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-02-28";"32.9";NA;"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-03-22";"33.6";"13";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-04-05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-04-15";"29.9";"15";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-04-23";"30.8";NA;"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-04-29";"29.6";NA;"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-05-06";"29.3";NA;"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-05-13";"29.7";"18";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-05-21";"29.7";"17.5";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-05-28";"29.6";"17";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-06-03";"30.1";NA;"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-06-10";"29.9";"25";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-06-18";"29.8";"24.5";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-06-24";"29.8";"17";"1.5";NA;"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-07-01";"30.4";"19";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-07-08";"29.8";"18";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1996-07-15";"29.9";"21";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
