"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"2007-06-11";NA;NA;NA;NA;NA;NA;NA;NA;NA;"519";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3806";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3114";"2595";NA;NA;NA;NA;"692";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2941"
"2007-08-10";NA;NA;NA;NA;NA;NA;NA;NA;"173";"346";NA;NA;NA;NA;NA;"173";NA;NA;NA;NA;NA;NA;NA;NA;"4152";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1730";"1384";NA;NA;NA;NA;"346";NA;NA;NA;NA;NA;"173";NA;NA;NA;NA;NA;NA;"173";NA;"1211"
"2007-10-08";NA;NA;NA;NA;NA;NA;NA;NA;NA;"433";NA;NA;NA;NA;NA;"649";NA;NA;NA;NA;NA;NA;NA;NA;"433";NA;NA;NA;NA;NA;NA;NA;"649";NA;NA;NA;"4974";"2163";NA;NA;NA;NA;"1081";NA;NA;NA;NA;NA;"649";NA;NA;NA;NA;"216";"1514";NA;NA;"4757"
"2008-01-16";NA;NA;NA;NA;NA;NA;NA;NA;"110";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"658";"219";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"110";NA;NA;NA;NA;NA;NA;NA;NA;"439"
"2008-03-17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"617";NA;NA;NA;NA;"206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"103";NA;NA;"1439"
"2008-06-02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4496";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"439";"219";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1097";NA;NA;"877"
"2008-08-20";NA;NA;NA;"329";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2303";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"219"
"2008-10-01";NA;NA;NA;NA;NA;NA;NA;NA;"2193";"548";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2961";NA;NA;NA;NA;NA;NA;NA;"219";NA;NA;NA;"1864";"2522";NA;NA;NA;NA;"219";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1974"
"2013-09-09";NA;"120";NA;NA;NA;NA;NA;NA;"680";NA;NA;NA;NA;"440";NA;"40";NA;NA;NA;NA;NA;"40";NA;NA;"20180";NA;NA;NA;NA;NA;NA;NA;"40";NA;NA;NA;"280";NA;NA;NA;NA;NA;NA;NA;"80";NA;NA;NA;"40";"80";NA;"80";NA;NA;"160";NA;NA;"420770"
"2013-12-02";NA;"80";NA;NA;NA;NA;NA;NA;NA;NA;"40";NA;NA;"40";NA;NA;NA;NA;NA;"120";NA;NA;NA;"640";"120";NA;NA;NA;NA;NA;NA;NA;"40";NA;NA;"200";NA;"120";NA;NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"800";"320";"80";NA;NA;"240";"80";NA;"121880"
"2014-03-10";NA;NA;NA;NA;NA;NA;NA;NA;"280";NA;NA;"40";NA;"720";NA;NA;NA;NA;NA;"40";NA;NA;"40";"80";"7640";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"320";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"80";"80";"120";NA;NA;NA;NA;"80";NA;NA;"70890"
