"Date";"ACH";"ALE";"AST";"BAC";"BID";"CEI";"CEN";"CER";"CHA";"COC";"COR";"COS";"CRY";"DAC";"DIC";"DIN";"DIP";"DIT";"EUC";"EUG";"GOI";"GON";"GRA";"GUI";"GYM";"HEL";"HEM";"HES";"HET";"KAR";"LAU";"LEP";"LIC";"LIT";"MEL";"MEU";"NAV";"NIT";"NOC";"ODO";"OXY";"PAR";"PEN";"PER";"PLE";"POL";"PRB";"PRO";"PRP";"PSE";"RHI";"SCR";"SKE";"STR";"THL";"THP";"TOR";"NEI"
"1995-10-04";NA;NA;NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;"4400";NA;NA;NA;NA;NA;NA;"1400";NA;NA;NA;NA;"200";"24200";NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"200";NA;NA;"200";"1400";NA;"200";"200";NA;"3000"
"1995-10-11";NA;NA;NA;NA;NA;"600";NA;NA;"600";NA;NA;NA;"18000";NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;"4000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"600";NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";"600";NA;NA;NA;NA;NA;"600";NA;NA;"600"
"1995-10-24";NA;NA;NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;"4800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4800";NA;NA;NA;NA;"200";NA;"200";NA;NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;"400";NA;NA;NA
"1995-11-15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"800";NA;NA;"1600"
"1995-11-29";NA;NA;NA;NA;NA;NA;NA;NA;"1400";NA;NA;NA;"3600";NA;NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;"3000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"3200";NA;NA;NA;NA;"200";NA;NA;NA;NA;"1600";NA;NA;NA;NA;"800";NA;"800";"800";NA;"600"
"1995-12-13";NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1800";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200"
"1995-12-29";NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";"3600";NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;"200";NA;NA;"200";NA;NA;"400"
"1997-01-09";NA;NA;"1800";NA;NA;"50";NA;"50";"100";NA;NA;NA;"3000";NA;"200";NA;NA;NA;NA;NA;NA;NA;NA;NA;"650";NA;"100";NA;NA;NA;NA;NA;NA;NA;NA;NA;"200";"2300";NA;NA;NA;NA;NA;NA;"200";NA;NA;"100";NA;NA;NA;NA;"1100";NA;"1200";"400";NA;NA
"1997-01-29";NA;NA;"18500";"300";"300";NA;NA;"500";"3200";NA;NA;"100";"16800";"100";"1300";NA;NA;NA;NA;"50";NA;NA;NA;"500";"500";NA;"200";NA;NA;NA;"300";"800";NA;NA;NA;NA;NA;"2050";NA;NA;NA;NA;NA;NA;"50";NA;NA;NA;"50";"7600";"100";"50";"23900";NA;"3600";NA;NA;NA
"1997-02-12";NA;NA;"5700";NA;NA;"50";NA;NA;"300";NA;NA;NA;"31000";NA;"2600";NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";NA;NA;NA;NA;NA;NA;NA;"50";NA;NA;NA;"100";"800";NA;NA;NA;NA;NA;NA;NA;NA;NA;"300";"100";"1400";"100";"50";"400";NA;"700";"100";NA;"250"
