"Date";"Coscinodiscophycidae";"Bacillariophyceae incertae sedis";"Oscillatoriophycideae";"Synechococcophycideae";"Bacillariophycidae+Fragilariophycidae";"Haptoria";"Alophycidae";"Oligotrichia";"Dinophyceae";"EUG";"CRY";"NEI"
"1989-10-24";"30200";NA;NA;NA;"15000";NA;NA;NA;"37200";NA;NA;NA
"1989-11-21";"1400";NA;NA;NA;"7600";NA;NA;NA;"10600";NA;NA;"200"
"1990-01-09";"100";NA;NA;NA;"1800";NA;NA;NA;"20200";NA;NA;"400"
"1990-01-23";NA;NA;NA;NA;NA;NA;NA;NA;"15700";NA;NA;NA
"1990-02-19";"35000";NA;NA;NA;"33600";NA;NA;NA;"125700";NA;NA;NA
"1990-03-20";"20400";NA;NA;NA;"16800";NA;NA;NA;"18600";"400";NA;NA
"1990-04-18";"1600";NA;NA;NA;"8600";NA;NA;NA;"12600";"200";NA;NA
"1990-05-09";"5400";NA;NA;NA;"8400";NA;NA;NA;"8600";NA;NA;NA
"1990-05-21";"25000";NA;NA;NA;"27600";NA;NA;NA;"10400";NA;NA;NA
"1990-06-18";"200";NA;NA;NA;"3000";NA;NA;NA;"2100";NA;NA;NA
"1990-07-03";"4600";NA;NA;NA;"14200";NA;NA;NA;"2100";NA;NA;NA
"1990-07-16";"3600";NA;NA;NA;"11400";NA;NA;NA;"5600";NA;NA;NA
"1990-07-30";"4000";NA;NA;NA;"20800";NA;NA;NA;"8900";NA;NA;NA
"1990-08-13";"2400";NA;NA;NA;"39200";NA;NA;NA;"10300";NA;NA;NA
"1990-08-20";"200";NA;NA;NA;"3600";NA;NA;NA;"1300";NA;NA;NA
"1990-09-03";"1200";NA;NA;NA;"4600";NA;NA;NA;"3200";NA;NA;NA
"1990-09-10";"200";NA;NA;NA;"7000";NA;NA;NA;"2300";NA;NA;NA
"1990-09-24";"2800";NA;NA;NA;"37200";NA;NA;NA;"13600";NA;NA;NA
"1990-10-15";"2400";NA;NA;NA;"22400";NA;NA;NA;"1200";NA;NA;NA
"1990-11-12";"1600";NA;NA;NA;"26600";NA;NA;NA;"3200";NA;NA;NA
"1990-12-10";"600";NA;NA;NA;"5800";NA;NA;NA;"3000";NA;NA;NA
"1991-01-07";"2400";NA;NA;NA;"7600";NA;NA;NA;"3600";NA;NA;NA
"1991-02-04";"1000";NA;NA;NA;"18400";NA;NA;NA;"2200";NA;NA;NA
"1991-03-04";"3400";NA;NA;NA;"18600";NA;NA;NA;"200";"400";NA;NA
"1991-04-02";"45400";NA;NA;NA;"58000";NA;NA;NA;"48400";NA;NA;NA
"1991-05-07";"6000";NA;NA;NA;"23800";NA;NA;NA;"2200";NA;NA;"200"
"1991-05-21";"5600";NA;NA;NA;"30000";NA;NA;NA;"12400";"400";NA;"200"
"1991-06-03";"7400";NA;NA;NA;"35000";NA;NA;NA;"5200";NA;NA;NA
"1991-06-17";"5000";NA;NA;NA;"9600";NA;NA;NA;"1700";NA;NA;NA
"1991-07-02";"2600";NA;NA;NA;"6000";NA;NA;NA;"4800";"600";NA;NA
"1991-07-15";"2400";NA;NA;NA;"28000";NA;NA;NA;"200";NA;NA;NA
"1991-07-29";"1400";NA;NA;NA;"5200";NA;NA;NA;"100";NA;NA;NA
"1991-09-09";"51000";NA;NA;NA;"26000";NA;NA;NA;"8800";NA;NA;NA
"1991-09-23";"11400";NA;NA;NA;"33800";NA;NA;NA;"200";NA;NA;NA
"1991-10-10";"6200";NA;NA;NA;"35600";NA;NA;NA;NA;NA;NA;NA
"1991-10-22";"2600";NA;NA;NA;"21200";NA;NA;NA;"200";NA;NA;NA
"1991-11-04";"2800";NA;NA;NA;"12000";NA;NA;NA;"1300";NA;NA;NA
"1991-11-18";"2200";NA;NA;NA;"4600";NA;NA;NA;NA;NA;NA;NA
"1991-12-02";"5800";NA;NA;NA;"40800";NA;NA;NA;NA;NA;NA;NA
"1991-12-17";"200";NA;NA;NA;"4600";NA;NA;NA;"1000";NA;NA;NA
"1991-12-30";"1500";NA;NA;NA;"8000";NA;NA;NA;"1100";"200";NA;"600"
"1992-01-13";"600";NA;NA;NA;"7200";NA;NA;NA;"500";NA;NA;NA
"1992-01-27";"200";NA;NA;NA;"7400";NA;NA;NA;"200";NA;NA;NA
"1992-02-05";"6400";NA;NA;NA;"2500";NA;NA;NA;"1900";"2200";NA;"400"
"1992-02-20";"27400";NA;NA;NA;"8000";NA;NA;NA;"1800";NA;NA;"200"
"1992-03-02";"9400";NA;NA;NA;"17200";NA;NA;NA;"500";NA;NA;NA
"1992-03-16";"32000";NA;NA;NA;"4200";NA;NA;NA;"37000";NA;NA;NA
"1992-05-12";"3600";NA;NA;NA;"24000";NA;NA;NA;NA;NA;NA;NA
"1992-05-22";NA;NA;NA;NA;"7600";NA;NA;NA;"1100";NA;NA;NA
"1992-06-10";"2800";NA;NA;NA;"18000";NA;NA;NA;NA;NA;NA;NA
"1992-06-22";"10700";NA;NA;NA;"46900";NA;NA;NA;"1300";NA;NA;NA
"1992-07-06";"48800";NA;NA;NA;"22400";NA;NA;NA;"2900";NA;NA;NA
"1992-07-21";"1800";NA;NA;NA;"23400";NA;NA;NA;"1200";NA;NA;NA
"1992-08-03";"34200";NA;NA;NA;"23200";NA;NA;NA;"800";NA;NA;NA
"1992-08-18";"4300";NA;NA;NA;"15600";NA;NA;NA;"900";NA;NA;NA
"1992-08-31";"2200";NA;NA;NA;"15300";NA;NA;NA;"200";NA;NA;NA
"1992-09-16";NA;NA;NA;NA;"5600";NA;NA;NA;"3600";NA;NA;NA
"1992-09-28";"8400";NA;NA;NA;"6800";NA;NA;NA;"6700";NA;NA;NA
"1992-10-12";"30000";NA;NA;NA;"50000";NA;NA;NA;"1600";NA;NA;NA
"1992-10-26";"11400";NA;NA;NA;"16600";NA;NA;NA;"200";NA;NA;NA
"1992-11-09";"10000";NA;NA;NA;"10000";NA;NA;NA;"1400";NA;NA;NA
"1992-11-23";NA;NA;NA;NA;"9400";NA;NA;NA;NA;NA;NA;NA
"1992-12-14";"4800";NA;NA;NA;"31000";NA;NA;NA;"2400";NA;NA;"600"
"1992-12-29";"600";NA;NA;NA;"7000";NA;NA;NA;"800";NA;NA;NA
"1993-01-12";NA;NA;NA;NA;"4400";NA;NA;NA;"200";NA;NA;NA
"1993-02-09";"800";NA;NA;NA;"29400";NA;NA;NA;NA;NA;NA;"200"
"1993-02-24";"2000";NA;NA;NA;"9200";NA;NA;NA;"400";NA;NA;NA
"1993-03-09";"600";NA;NA;NA;"7800";NA;NA;NA;"900";NA;NA;NA
"1993-03-22";NA;NA;NA;NA;"1000";NA;NA;NA;"33800";NA;NA;NA
"1993-04-05";"10600";NA;NA;NA;"3000";NA;NA;NA;"2200";NA;NA;"200"
"1993-04-19";"102800";NA;NA;NA;"4200";NA;NA;NA;"8600";NA;NA;NA
"1993-05-03";"1090000";NA;NA;NA;"70800";NA;NA;NA;"1000";NA;NA;NA
"1993-05-17";"116000";NA;NA;NA;"145400";NA;NA;NA;"37800";NA;NA;NA
"1993-06-01";"27200";NA;NA;NA;"16800";NA;NA;NA;"5800";NA;NA;NA
"1993-06-15";"30400";NA;NA;NA;"11600";NA;NA;NA;"2200";NA;NA;"400"
"1993-06-28";"20200";NA;NA;NA;"5600";NA;NA;NA;"3000";NA;NA;NA
"1993-07-12";"102600";NA;NA;NA;"33200";NA;NA;NA;"4600";NA;NA;NA
"1993-07-26";"4800";NA;NA;NA;"1800";NA;NA;NA;"2400";NA;NA;NA
"1993-08-09";"27200";NA;NA;NA;"10600";NA;NA;NA;"3100";NA;NA;NA
"1993-08-23";"45600";NA;NA;NA;"28200";NA;NA;NA;"2500";NA;NA;NA
"1993-09-07";"7600";NA;NA;NA;"30200";NA;NA;NA;"1200";NA;NA;NA
"1993-09-20";"167400";NA;NA;NA;"97000";NA;NA;NA;"3700";NA;NA;NA
"1993-10-04";"1093400";NA;NA;NA;"169800";NA;NA;NA;"6200";NA;NA;NA
"1993-10-19";"36000";NA;NA;NA;"13600";NA;NA;NA;"2800";NA;NA;NA
"1993-11-02";"15800";NA;NA;NA;"5400";NA;NA;NA;"400";NA;NA;NA
"1993-11-15";"228400";NA;NA;NA;"35600";NA;NA;NA;"4700";NA;NA;"200"
"1993-11-29";"4400";NA;NA;NA;"9200";NA;NA;NA;"6400";NA;NA;"400"
"1993-12-13";"9200";NA;NA;NA;"2800";NA;NA;NA;"22100";NA;NA;NA
"1993-12-27";"32000";NA;NA;NA;"15200";NA;NA;NA;"1100";NA;NA;NA
"1994-01-10";"2600";NA;NA;NA;"3800";NA;NA;NA;"600";NA;NA;"1000"
"1994-01-24";"30400";NA;NA;NA;"3200";NA;NA;NA;"5600";NA;NA;"600"
"1994-02-07";"8400";NA;NA;NA;"31000";NA;NA;NA;"1400";NA;NA;"600"
"1994-02-21";"5000";NA;NA;NA;"4400";NA;NA;NA;"400";NA;NA;NA
"1994-03-07";"113000";NA;NA;NA;"31800";NA;NA;NA;"2800";NA;NA;NA
"1994-03-21";"3800";NA;NA;NA;"5200";NA;NA;NA;"6900";NA;NA;"200"
"1994-04-05";"17200";NA;NA;NA;"5800";NA;NA;NA;"5600";NA;NA;NA
"1994-04-20";"117200";NA;NA;NA;"23400";NA;NA;NA;"11200";NA;NA;"400"
"1994-05-09";"6400";NA;NA;NA;"31800";NA;NA;NA;"600";NA;NA;NA
"1994-05-24";"224200";NA;NA;NA;"24000";NA;NA;NA;"40400";NA;NA;NA
"1994-06-06";"21600";NA;NA;NA;"15400";NA;NA;NA;"16600";NA;NA;NA
"1994-06-20";"98600";NA;NA;NA;"46200";NA;NA;NA;"4600";NA;NA;NA
"1994-07-04";"249600";NA;NA;NA;"168800";NA;NA;NA;"1000";NA;NA;NA
"1994-07-18";"1465400";NA;NA;NA;"53600";NA;NA;NA;"6400";NA;NA;NA
"1994-08-01";"506400";NA;NA;NA;"74000";NA;NA;NA;"1000";NA;NA;NA
"1994-08-18";"14400";NA;NA;NA;"122600";NA;NA;NA;"3800";NA;NA;NA
"1994-08-29";"8000";NA;NA;NA;"49400";NA;NA;NA;"3100";NA;NA;NA
"1994-09-12";"11200";NA;NA;NA;"80600";NA;NA;NA;NA;NA;NA;NA
"1994-09-27";"280600";NA;NA;NA;"75200";NA;NA;NA;"600";NA;NA;"600"
"1994-10-04";"1427200";NA;NA;NA;"124600";NA;NA;NA;"4500";NA;NA;"800"
"1994-10-17";"521200";NA;NA;NA;"198600";NA;NA;NA;"80200";NA;NA;"2800"
"1994-11-07";"813800";NA;NA;NA;"17700";NA;NA;NA;"66900";NA;NA;"5000"
"1994-11-21";"1000";NA;NA;NA;"11500";NA;NA;NA;"1400";NA;NA;"200"
"1994-12-05";"200";NA;NA;NA;"5400";NA;NA;NA;"10900";NA;NA;"200"
"1994-12-19";"1800";NA;NA;NA;"5600";NA;NA;NA;"8600";NA;NA;"800"
"1995-01-02";"300";NA;NA;NA;"32000";NA;NA;NA;"3400";NA;NA;"1500"
"1995-01-17";"200";NA;NA;NA;"16800";NA;NA;NA;"57500";NA;NA;"1000"
"1995-01-30";"10200";NA;NA;NA;"13000";NA;NA;NA;"4200";NA;NA;"70200"
"1995-02-13";"1430600";NA;NA;NA;"14000";NA;NA;NA;"25000";"400";NA;"6000"
"1995-02-27";"32400";NA;NA;NA;"18000";NA;NA;NA;"3300";"400";NA;"49400"
"1995-03-13";"184800";NA;NA;NA;"64200";NA;NA;NA;"11400";NA;NA;"175600"
"1995-03-28";"64600";NA;NA;NA;"3400";NA;NA;NA;"1600";NA;NA;"67800"
"1995-04-10";"25100";NA;NA;NA;"6900";NA;NA;NA;"15500";NA;NA;"124400"
"1995-04-25";"11800";NA;NA;NA;"27400";NA;NA;NA;"6000";NA;NA;"109600"
"1995-05-02";"16700";NA;NA;NA;"36000";NA;NA;NA;"3300";"800";"80600";"7200"
"1995-05-15";"23400";NA;NA;NA;"19800";NA;NA;NA;"6300";NA;"600";"2400"
"1995-05-29";"13400";NA;NA;NA;"35800";NA;NA;NA;"5100";NA;"17000";"2400"
"1995-06-13";"137600";NA;NA;NA;"52800";NA;NA;NA;"7100";"200";"47800";"2800"
"1995-06-28";"1146500";NA;NA;NA;"38400";NA;NA;NA;"25700";NA;"54800";"7200"
"1995-07-24";"11800";NA;NA;NA;"7800";NA;NA;NA;"12400";NA;"18200";"4200"
"1995-08-07";"1337200";NA;NA;NA;"58200";NA;NA;NA;"20900";NA;"99200";"12400"
"1995-08-21";"826600";NA;NA;NA;"94200";NA;NA;NA;"47000";NA;"23800";"18800"
"1995-09-04";"14900";NA;NA;NA;"27800";NA;NA;NA;"19900";NA;NA;"12600"
"1995-09-18";"76800";NA;NA;NA;"86400";NA;NA;NA;"6200";"600";"50400";"4000"
"1995-10-02";"29000";NA;NA;NA;"16200";NA;NA;NA;"3300";NA;"13000";"2600"
"1995-10-16";"11400";NA;NA;NA;"16600";NA;NA;NA;"26300";"200";"94400";"800"
"1995-10-30";"19000";NA;NA;NA;"18500";NA;NA;NA;"7100";"800";"32400";"1000"
"1995-11-13";"67600";NA;NA;NA;"9800";NA;NA;NA;"200";NA;"400";"800"
"1995-11-28";"11600";NA;NA;NA;"4900";NA;NA;NA;"15000";"1400";"45200";"11000"
"1995-12-11";"8000";NA;NA;NA;"6800";NA;NA;NA;"1600";NA;"20400";"6000"
"1995-12-26";"111000";NA;NA;NA;"51000";NA;NA;NA;"5100";NA;"98000";"16000"
"1996-01-08";"13000";NA;NA;NA;"18200";NA;NA;NA;"3800";NA;"3400";"1200"
"1996-01-24";"542400";NA;NA;NA;"130600";NA;NA;NA;"2300";"35000";"11200";"800"
"1996-02-13";"11200";NA;NA;NA;"13500";NA;NA;NA;"5900";NA;"57600";"1200"
"1996-02-28";"55600";NA;NA;NA;"28000";NA;NA;NA;"1000";NA;NA;"8800"
"1996-03-22";"437200";NA;NA;NA;"50200";NA;NA;NA;"3300";NA;"188000";"400"
"1996-04-05";"4200";NA;NA;NA;"9800";NA;NA;NA;"6300";NA;"278000";NA
"1996-04-15";NA;NA;NA;NA;"1800";NA;NA;NA;"19400";NA;"196000";"600"
"1996-04-29";"1200";NA;NA;NA;"8000";NA;NA;NA;"6200";NA;"43600";"1400"
"1996-05-06";NA;NA;NA;NA;NA;NA;NA;NA;"300";NA;NA;NA
"1996-05-13";"2200";NA;NA;NA;"18800";NA;NA;NA;"80400";NA;"11600";NA
"1996-05-28";"50800";NA;NA;NA;"26800";NA;NA;NA;"6100";NA;"17000";"600"
"1996-06-10";"15600";NA;NA;NA;"21200";NA;NA;NA;"1400";NA;"800";NA
"1996-06-24";"50800";NA;NA;NA;"82200";NA;NA;NA;NA;"200";"1000";NA
"1996-07-08";"127400";NA;NA;NA;"30200";NA;NA;NA;"4200";"200";"16000";"1000"
"1996-07-22";"393400";NA;NA;NA;"244000";NA;NA;NA;"22300";NA;"4600";NA
"1996-08-05";"117800";NA;NA;NA;"141400";NA;NA;NA;"16900";NA;"24800";"200"
"1996-08-20";"47200";NA;NA;NA;"439400";NA;NA;NA;"4200";NA;"2800";NA
"1996-09-02";"2800";NA;NA;NA;"14200";NA;NA;NA;"2000";NA;"9000";NA
"1996-09-18";"5800";NA;NA;NA;"19900";NA;NA;NA;"3300";NA;"36300";NA
"1996-10-09";"12500";NA;NA;NA;"5600";NA;NA;NA;"8000";NA;"58600";NA
"1996-10-21";"52600";NA;NA;NA;"91800";NA;NA;NA;"13800";NA;"154000";NA
"1996-11-04";"13500";NA;NA;NA;"2800";NA;NA;NA;"6800";NA;NA;"57000"
"1996-11-18";"5000";NA;NA;NA;"13600";NA;NA;NA;"1700";"100";NA;"7000"
"1996-12-02";"140300";NA;NA;NA;"28000";NA;NA;NA;"6100";NA;"97400";"100"
"1996-12-17";"1236200";NA;NA;NA;"12800";NA;NA;NA;"2400";"1000";"43000";"1600"
"1997-01-07";"20700";NA;NA;NA;"2100";NA;NA;NA;"1800";NA;NA;"57500"
"1997-01-20";"197100";NA;NA;NA;"25000";NA;NA;NA;"3300";"3000";"36700";"1100"
"1997-02-05";"29200";NA;NA;NA;"14000";NA;NA;NA;"700";"100";"36000";"1200"
"1997-02-19";"17100";NA;NA;NA;"37800";NA;"300";NA;"3500";NA;"30300";"2700"
"1997-03-05";"5400";NA;NA;NA;"4700";NA;"500";NA;"4900";"300";"125000";"1800"
"1997-03-17";"87400";NA;NA;NA;"29800";NA;"300";NA;"15300";"200";"31800";"1000"
"1997-04-02";"106800";NA;NA;"100";"92900";NA;NA;NA;"2900";NA;"700";"400"
"1997-04-15";"59900";NA;NA;NA;"29900";NA;"3000";NA;"15200";"3100";"74300";"900"
"1997-04-29";"900";NA;NA;NA;"49200";NA;"100";NA;"500";NA;"39200";"200"
"1997-05-13";"2900";NA;NA;NA;"7500";NA;NA;NA;"6200";NA;"370000";"4600"
"1997-05-27";"1131600";NA;NA;NA;"53700";NA;NA;NA;"4600";"100";"38900";NA
"1997-06-10";"3172000";NA;NA;NA;"128300";NA;NA;NA;"6100";"200";"1100";"300"
"1997-06-24";"305100";NA;NA;NA;"17700";NA;NA;NA;"1400";NA;"100";"100"
"1997-06-30";NA;NA;NA;NA;"66100";NA;NA;NA;NA;NA;NA;NA
"1997-07-07";"497100";NA;NA;NA;"72100";NA;"200";NA;"4800";NA;"86400";"900"
"1997-07-22";"3000";NA;NA;NA;"7500";NA;NA;NA;"29600";NA;"26200";NA
"1997-08-05";"506500";NA;NA;NA;"24100";NA;"100";NA;"32100";"100";"59700";"600"
"1997-08-20";"729900";NA;NA;NA;"597200";NA;NA;NA;"6500";NA;"400";NA
"1997-09-01";"399400";NA;NA;NA;"40400";NA;NA;NA;"3400";"100";"182000";"500"
"1997-09-18";"1900";NA;NA;NA;"90900";NA;NA;NA;"3200";"100";"2900";"100"
"1997-09-29";"28700";NA;NA;NA;"20200";NA;NA;NA;"7300";NA;"14700";"700"
"1997-10-16";NA;NA;NA;NA;"2500";NA;NA;NA;"2800";"1900";"900";"500"
"1997-10-28";"1700";NA;NA;NA;"28300";NA;NA;NA;"5300";NA;"3200";"1100"
"1997-11-12";"260100";NA;NA;NA;"234600";NA;NA;NA;"3800";NA;"600";"500"
"1997-11-26";"4200";NA;NA;NA;"145300";NA;NA;NA;"15800";"100";"300";"800"
"1997-12-08";"300";NA;NA;NA;"3300";NA;NA;NA;"2800";NA;"22400";"100"
"1997-12-22";NA;NA;NA;NA;"8300";NA;NA;NA;"500";NA;"9900";"100"
"1998-01-06";"18700";NA;NA;NA;"4600";NA;NA;NA;"700";NA;"3200";"300"
"1998-01-21";"3600";NA;NA;NA;"900";NA;NA;NA;"1600";NA;NA;NA
"1998-02-02";NA;NA;NA;NA;"300";NA;NA;NA;"400";NA;"3500";NA
"1998-02-16";"56000";NA;NA;NA;"3900";NA;NA;NA;"6100";NA;"5600";"300"
"1998-03-02";"20300";NA;NA;NA;"4200";NA;NA;NA;"4500";NA;"76600";NA
"1998-03-16";"15700";NA;NA;NA;"6000";NA;NA;NA;"9000";NA;"21600";"500"
"1998-03-30";"500";NA;NA;NA;"10800";NA;"200";NA;"1200";NA;"9000";NA
"1998-04-16";"109600";NA;NA;NA;"43000";NA;NA;NA;"400";"200";"21200";"100"
"1998-04-27";"67100";NA;NA;NA;"40600";NA;NA;NA;"1400";NA;"11600";NA
"1998-05-12";"391900";NA;NA;NA;"38600";NA;NA;NA;"19100";NA;"135000";NA
"1998-05-27";"1500";NA;NA;NA;"5000";NA;NA;NA;"3500";NA;NA;"100"
"1998-06-10";"419300";NA;NA;NA;"90000";NA;NA;NA;"4100";NA;"800";NA
"1998-06-23";"2600";NA;NA;NA;"10100";NA;NA;NA;"2200";NA;"25700";"400"
"1998-07-06";"8100";NA;NA;NA;"4500";NA;NA;NA;"2700";NA;"28400";"400"
"1998-07-20";"2200";NA;NA;NA;"6400";NA;NA;NA;"1300";NA;"300";NA
"1998-08-03";"40900";NA;NA;NA;"7200";NA;NA;NA;"4200";NA;"22100";"400"
"1998-08-17";"65000";NA;NA;NA;"17500";NA;NA;NA;"3400";NA;"8400";"300"
"1998-08-31";NA;NA;NA;NA;"76700";NA;NA;NA;"500";NA;"400";NA
"1998-09-17";"6200";NA;NA;NA;"15400";NA;NA;NA;"1900";NA;"61300";"600"
"1998-09-21";"1100";NA;NA;NA;"2800";NA;NA;NA;"1700";NA;"700";"200"
"1998-10-05";"92100";NA;NA;NA;"86800";NA;"200";NA;"4300";NA;"3500";"3000"
"1998-10-22";"4300";NA;NA;NA;"237900";NA;NA;NA;"15100";"100";"40900";"4300"
"1998-11-02";"199700";NA;NA;NA;"300800";NA;NA;NA;"3100";NA;"38200";"5500"
"1998-11-18";"9400";NA;NA;NA;"23900";NA;NA;NA;"2600";NA;"17700";"300"
"1998-12-03";NA;NA;NA;NA;"15200";NA;NA;NA;"200";NA;"19600";"400"
"1998-12-16";"1800";NA;NA;NA;"4900";NA;NA;NA;"1600";NA;"30700";"800"
"1998-12-22";"3300";NA;NA;NA;"9600";NA;NA;NA;"3200";NA;"8700";"600"
"1999-01-04";"19800";NA;NA;NA;"1000";NA;NA;NA;"900";"200";"9300";"400"
"1999-01-18";"11000";NA;NA;NA;"900";NA;NA;NA;"400";NA;"14700";"200"
"1999-02-01";"163500";NA;NA;NA;"2800";NA;NA;NA;"18100";"400";"181000";"2000"
"1999-02-18";"170700";NA;NA;NA;"2900";NA;NA;NA;"1400";NA;"11500";"300"
"1999-03-18";"200";NA;NA;NA;"500";NA;NA;NA;"4200";"100";"600";NA
"1999-03-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"400";"400"
"1999-04-15";NA;NA;NA;NA;"8700";NA;NA;NA;"600";"400";"19500";NA
"1999-04-26";"200";NA;NA;NA;NA;NA;NA;NA;"2500";"100";"1800";NA
"1999-05-10";"500";NA;NA;NA;"400";NA;NA;NA;"4000";NA;"36400";"100"
"1999-06-07";NA;NA;NA;NA;"100";NA;NA;NA;"3900";NA;NA;NA
"1999-07-07";"52600";NA;NA;NA;"31000";NA;NA;NA;"5700";NA;"22400";"200"
