"B.CHACHA";"B.CHADIT";"B.CHAGUI";"B.CHALEP";"B.CHARHI";"B.CHASKE";"B.CHATHP";"B.DITCHA";"B.DITDIT";"B.DITGUI";"B.DITLEP";"B.DITRHI";"B.DITSKE";"B.DITTHP";"B.GUICHA";"B.GUIDIT";"B.GUIGUI";"B.GUILEP";"B.GUIRHI";"B.GUISKE";"B.GUITHP";"B.LEPCHA";"B.LEPDIT";"B.LEPGUI";"B.LEPLEP";"B.LEPRHI";"B.LEPSKE";"B.LEPTHP";"B.RHICHA";"B.RHIDIT";"B.RHIGUI";"B.RHILEP";"B.RHIRHI";"B.RHISKE";"B.RHITHP";"B.SKECHA";"B.SKEDIT";"B.SKEGUI";"B.SKELEP";"B.SKERHI";"B.SKESKE";"B.SKETHP";"B.THPCHA";"B.THPDIT";"B.THPGUI";"B.THPLEP";"B.THPRHI";"B.THPSKE";"B.THPTHP";"B.NITNIT";"B.NITPLE";"B.NITPSE";"B.NITTHL";"B.PLENIT";"B.PLEPLE";"B.PLEPSE";"B.PLETHL";"B.PSENIT";"B.PSEPLE";"B.PSEPSE";"B.PSETHL";"B.THLNIT";"B.THLPLE";"B.THLPSE";"B.THLTHL";"B.GYMGYM";"B.GYMPRO";"B.GYMPRP";"B.PROGYM";"B.PROPRO";"B.PROPRP";"B.PRPGYM";"B.PRPPRO";"B.PRPPRP"
"B.GUITHP";2.4856601989866e-19;-9.78865398213786e-37;1.11401916911856e-20;-1.19750042175552e-19;2.61172949412303e-21;3.37550621062066e-19;0.01590980733177;-6.25779125276545e-19;-8.97716842401482e-36;-5.22381040770296e-19;3.01477557853629e-19;-1.22468087549171e-19;-8.49802931514493e-19;-0.0642475863049474;9.09246055024558e-18;6.69285236870251e-35;4.55163357063344e-18;-4.38041585416761e-18;1.06709435280826e-18;1.23474870256561e-17;1;-3.26239927673906e-18;-1.46384985201377e-35;-1.33400616059229e-18;1.57170497858984e-18;-3.12747152970256e-19;-4.43031152232573e-18;-0.392229871018395;-2.85013408496587e-18;-1.31029898276463e-35;-1.2726471864373e-18;1.37309064617837e-18;-2.98362028640973e-19;-3.87045876537193e-18;-0.345292383794451;3.75311046346291e-19;-1.10095227564082e-36;3.35940859569124e-19;-1.80811173012471e-19;7.87586673137832e-20;5.09669329851659e-19;0.00710299847725797;7.10807680598733e-19;7.52779652553793e-36;5.00943857153415e-19;-3.42441214471334e-19;1.17442310051335e-19;9.65271013872322e-19;0.0471913652437879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPCHA";-0.0765823913734905;7.0830104011687e-19;-3.02955009658767e-19;4.68727843937101e-19;1.32767484584141e-18;-1.4776966395911e-18;-1.26499618849491e-18;0.0236475173937854;-4.83034232869912e-19;-5.96109362407294e-20;5.65997507998812e-19;-7.31574035589682e-19;1.81706895934537e-19;8.62679043069283e-19;-0.392229871018396;1.82669388414531e-18;-7.23167501702485e-19;1.32237078689075e-18;3.38607362297245e-18;-3.91683719911813e-18;-3.26239927673906e-18;1;-5.57865737556397e-18;3.23091185651643e-18;-5.69228890363136e-18;-1.10086072447629e-17;1.35043532691588e-17;9.96324997044063e-18;-0.123026500777503;8.47864441481437e-19;-4.9551871830451e-19;5.46934187033508e-19;1.67604890235319e-18;-1.75566261323489e-18;-1.51425061673976e-18;0.193453903994867;-1.1216538472983e-18;7.37805926060626e-19;-1.23617064215988e-18;-2.27100246564168e-18;2.80070525436975e-18;2.00322710440874e-18;0.0940060414304032;-1.14785299604274e-19;2.56861682332955e-19;-6.69608298026277e-19;-3.50839057693666e-19;7.93151833748339e-19;2.05001769404e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPDIT";5.74370374548537e-19;-0.0765823913734905;-8.11708962992007e-19;-1.04506490838266e-19;-3.01434772291184e-19;-7.68452987879847e-19;-1.19699054982179e-35;7.52922931465943e-20;0.0236475173937852;9.20932611367327e-20;-1.36994066765743e-20;3.41995868789939e-20;-1.00733934403047e-19;4.41532956133676e-36;1.54115276652998e-18;-0.392229871018396;-1.99258729915911e-18;-2.80412212420128e-19;-7.39963615257314e-19;-2.06191597042263e-18;-1.46384985201377e-35;-5.57865737556397e-18;1;7.85750898944515e-18;1.01503477850411e-18;2.91795032579017e-18;7.46371351757075e-18;8.99813572198846e-35;6.80082178206697e-19;-0.123026500777503;-1.20196626345023e-18;-1.23740716923103e-19;-4.46360017498501e-19;-9.09885337065926e-19;-1.63875215024927e-35;-1.16998998018389e-18;0.193453903994867;1.73271973672029e-18;2.12879271917632e-19;6.43459667314113e-19;1.56533542797796e-18;1.63336920484235e-35;-4.06102276073477e-19;0.0940060414304035;4.91687927848704e-19;7.38901685645451e-20;1.82592339529035e-19;5.43326259956853e-19;-1.82551884005993e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPGUI";-2.34044595501079e-19;-6.38073339088547e-19;-0.0765823913734905;5.19625696332331e-19;1.26142988235058e-18;-1.64082806101603e-18;-4.49202913359913e-19;4.00035246335362e-19;6.62966741850887e-19;0.0236475173937852;-4.81415103088667e-19;-7.45522376912143e-19;6.21172570112401e-19;4.66727840918021e-19;-7.33455754157446e-19;-1.8948981405466e-18;-0.392229871018396;1.52882166395848e-18;3.43169947955549e-18;-4.60744629137275e-18;-1.33400616059229e-18;3.23091185651643e-18;7.85750898944515e-18;1;-6.26885384964572e-18;-1.3925403233702e-17;1.77962624590878e-17;5.53167749470985e-18;-7.5732987725652e-19;-1.58791373217872e-18;-0.123026500777503;1.22794075281923e-18;2.52385434275832e-18;-2.87517948645254e-18;-1.11788948223068e-18;4.75195328634189e-19;1.29706150541623e-18;0.193453903994867;-1.05649453266793e-18;-2.62641115677923e-18;3.33934540237944e-18;9.1312984158254e-19;-1.40229187115617e-19;-7.87766416016613e-20;0.0940060414304034;2.26437660214446e-20;-2.89495955791166e-19;5.66576866452073e-19;-5.54586671223854e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPLEP";8.40070271660906e-19;-1.28875129080064e-19;6.59082172779541e-19;-0.0765823913734905;8.45609492862989e-19;-2.04596449708928e-19;6.09429024071492e-19;-9.82044732766319e-19;8.78879114746576e-20;-1.09817069254506e-19;0.0236475173937854;-4.29880930495885e-19;-1.88408751168019e-19;-4.15607297544641e-19;2.11407544526973e-18;-3.32366319933891e-19;1.62557185146919e-18;-0.392229871018396;2.14874681016348e-18;-5.69687965759339e-19;1.57170497858984e-18;-5.69228890363136e-18;1.01503477850411e-18;-6.26885384964572e-18;1;-7.12594447242673e-18;2.35217502703982e-18;-4.79993043559307e-18;1.01213513790645e-18;-1.54268641650291e-19;9.5847001854189e-19;-0.123026500777503;1.08549320098741e-18;-2.39670054589655e-19;7.29510716279192e-19;-1.10215161928451e-18;2.04084529270023e-19;-1.37294823298046e-18;0.193453903994867;-1.4813843711484e-18;5.0687525531643e-19;-9.65081753080936e-19;1.38110776766483e-19;2.08851455315594e-20;-3.71888207808975e-19;0.0940060414304033;-2.51600383536301e-19;2.52969802752002e-19;-9.87623752522595e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPRHI";1.06903657488182e-18;-2.36953761067594e-19;1.3079344269586e-18;6.79305184155524e-19;-0.0765823913734906;-9.30490651391991e-19;-1.05312056577673e-19;-1.41138946744033e-19;2.46198130090648e-19;-5.92626268080402e-19;-1.48451275239012e-19;0.0236475173937853;-5.60855253418154e-20;1.09420636704e-19;2.93731702207593e-18;-7.0368594601348e-19;3.45786340682047e-18;1.88086907596806e-18;-0.392229871018396;-2.51282993895371e-18;-3.12747152970256e-19;-1.10086072447629e-17;2.91795032579017e-18;-1.3925403233702e-17;-7.12594447242673e-18;1;9.18403696523265e-18;1.29685786972081e-18;1.57938811943087e-18;-5.89684771390222e-19;2.42048666467274e-18;1.06912070618338e-18;-0.123026500777502;-1.17520660945452e-18;-2.62080313593016e-19;-2.17660904924667e-18;4.81674414548325e-19;-2.74309278694286e-18;-1.38288567483269e-18;0.193453903994868;1.89516795400142e-18;2.14076041538166e-19;-5.56210414194169e-19;-2.92543511353321e-20;-4.42282546589205e-19;-3.11726080160922e-19;0.0940060414304029;6.11127057033725e-19;-1.30018441911474e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPSKE";-1.62728843939347e-18;-9.47639493112849e-19;-2.05126836239e-18;-3.36226810505866e-19;-1.14965393211972e-18;-0.0765823913734904;-1.71785447279433e-18;8.05321133568539e-19;6.46253908532265e-19;8.82012685248074e-19;3.6032832670872e-19;7.43295410692145e-19;0.0236475173937854;1.17151108137783e-18;-4.23576796467804e-18;-2.44394285536864e-18;-5.17728223825048e-18;-8.50324817480874e-19;-2.95603878568217e-18;-0.392229871018396;-4.43031152232572e-18;1.35043532691588e-17;7.46371351757075e-18;1.77962624590878e-17;2.35217502703983e-18;9.18403696523266e-18;1;1.35300119328053e-17;-1.94306443515278e-18;-1.13436206365208e-18;-2.71342489088899e-18;-4.04570600379239e-19;-1.39650729689626e-18;-0.123026500777504;-2.05633994675746e-18;2.74671695316063e-18;1.50066627478968e-18;3.74937906738786e-18;4.59369311966865e-19;1.86004883736584e-18;0.193453903994867;2.7203660158263e-18;4.67769811355738e-19;1.53571824652209e-19;7.35813990251806e-19;-3.33437054814787e-20;2.18093009838952e-19;0.0940060414304036;2.78390725366868e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPTHP";-1.02580159202986e-18;-1.1969905498218e-35;-5.71442197376883e-19;4.94193791892407e-19;-1.33970086193109e-19;-1.39303016807085e-18;-0.0765823913734904;-1.34468902993234e-19;4.41532956133666e-36;6.48335523037643e-20;6.47822128354681e-20;1.51997115897486e-20;-1.82607669935765e-19;0.0236475173937852;-2.7524347207328e-18;-1.46384985201377e-35;-1.40277921842777e-18;1.32602265598322e-18;-3.28870450354099e-19;-3.73778382819549e-18;-0.392229871018395;9.96324997044063e-18;8.99813572198847e-35;5.53167749470985e-18;-4.79993043559307e-18;1.29685786972081e-18;1.35300119328053e-17;1;-1.21459847518062e-18;-1.63875215024926e-35;-8.46182898149966e-19;5.85149244005827e-19;-1.98380862177598e-19;-1.64941479050678e-18;-0.123026500777503;2.08955342669786e-18;1.63336920484235e-35;1.21983274662878e-18;-1.00667062648848e-18;2.85980102549646e-19;2.83759645510589e-18;0.193453903994867;7.25281769016312e-19;-1.82551884005983e-36;3.46147748421887e-19;-3.49414302342175e-19;8.11515913674225e-20;9.84926707505159e-19;0.0940060414304032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHICHA";-0.203188171170019;8.61749708863077e-19;-5.04813492965739e-19;7.53718793930206e-19;1.70426759347479e-18;-1.96892358399547e-18;-1.53904912658115e-18;-0.0888987696079992;8.43801558787845e-19;9.23862164170058e-20;-8.28530039417035e-19;1.2856412531061e-18;-4.66832550315542e-19;-1.5069944772869e-18;-0.345292383794451;1.59585693238789e-18;-5.34296464433726e-19;1.26161820391673e-18;2.8945178388347e-18;-3.52106500781897e-18;-2.85013408496587e-18;-0.123026500777503;6.80082178206697e-19;-7.5732987725652e-19;1.01213513790645e-18;1.57938811943087e-18;-1.94306443515278e-18;-1.21459847518062e-18;1;-5.3372225104001e-18;2.97543859458092e-18;-5.44593625793172e-18;-1.04566523351376e-17;1.29199076774747e-17;9.53205734625404e-18;0.05030231363196;-2.10067112106806e-19;1.52025200934613e-19;-5.07228058034938e-19;-4.34363293584464e-19;7.81677019061805e-19;3.7517112229483e-19;-0.0709197738082135;2.22023289064431e-19;2.1729016793538e-21;2.96399725447606e-19;3.52737060896536e-19;-6.02606797306712e-19;-3.96524356899531e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIDIT";7.95531226858597e-19;-0.203188171170019;-1.22369563207187e-18;-1.44746631364126e-19;-4.54429396526122e-19;-1.06434519487834e-18;-9.51715240541763e-36;-4.70563141471389e-20;-0.0888987696079988;-1.81237703882327e-19;8.56188007114007e-21;-6.73041058940284e-20;6.2956877317015e-20;-4.50091391094861e-36;1.40247798457847e-18;-0.345292383794451;-1.5718038800875e-18;-2.55180383844527e-19;-5.83702245856854e-19;-1.87638228822675e-18;-1.31029898276463e-35;8.47864441481436e-19;-0.123026500777503;-1.58791373217872e-18;-1.54268641650291e-19;-5.89684771390222e-19;-1.13436206365208e-18;-1.63875215024926e-35;-5.3372225104001e-18;1;7.31698843747597e-18;9.71105788357092e-19;2.71722359129538e-18;7.14069660769032e-18;8.10761225420702e-35;-3.64499423411966e-19;0.05030231363196;3.48511222027742e-19;6.63205439230693e-20;1.29422497030983e-19;4.8766559595204e-19;5.00450593932614e-36;2.58856276002369e-19;-0.0709197738082135;-8.60586813064982e-20;-4.70988098188962e-20;-3.19585962284849e-20;-3.46325102303241e-19;-2.13935728201279e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIGUI";-5.78705267395099e-19;-1.32499055258369e-18;-0.203188171170018;1.04446625991211e-18;2.27200849368229e-18;-2.76683820332271e-18;-9.32791859389011e-19;-5.42681779625755e-19;-9.21656357537564e-19;-0.0888987696079987;6.74276875599938e-19;1.07644985027428e-18;-9.56454530268469e-19;-6.48845039527828e-19;-7.15541245665562e-19;-1.80774036761657e-18;-0.345292383794451;1.45260311541762e-18;3.02627946376487e-18;-4.28621860918666e-18;-1.2726471864373e-18;-4.9551871830451e-19;-1.20196626345023e-18;-0.123026500777503;9.5847001854189e-19;2.42048666467274e-18;-2.71342489088899e-18;-8.46182898149965e-19;2.97543859458092e-18;7.31698843747597e-18;1;-5.85000218078503e-18;-1.29674702994368e-17;1.68015379223893e-17;5.15115163380757e-18;1.77451806237375e-19;4.550657099491e-19;0.0503023136319599;-3.66662842306652e-19;-7.2633533606599e-19;1.09744166335427e-18;3.20365748193355e-19;-2.88024998744244e-19;-6.03994587988353e-19;-0.0709197738082139;4.6708679827665e-19;6.808294706208e-19;-1.09391146879755e-18;-4.25211510898652e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHILEP";9.37319254387746e-19;-1.56795061244175e-19;9.75671884796244e-19;-0.203188171170019;1.10392059769263e-18;-3.16845892756757e-19;7.41457733818471e-19;1.6415041673775e-18;-1.53529401550504e-19;2.06824155729616e-19;-0.0888987696079988;7.57426504943723e-19;2.69809429397402e-19;7.26014972951657e-19;1.79778971957001e-18;-2.90365616462841e-19;1.29577316673672e-18;-0.345292383794451;1.82345845156332e-18;-5.37077462104181e-19;1.37309064617837e-18;5.46934187033508e-19;-1.23740716923102e-19;1.22794075281923e-18;-0.123026500777503;1.06912070618338e-18;-4.04570600379239e-19;5.85149244005826e-19;-5.44593625793172e-18;9.71105788357092e-19;-5.85000218078503e-18;1;-6.75377834653071e-18;2.25037686625249e-18;-4.5921975566051e-18;-7.904180841313e-20;3.82216383358329e-20;-2.74796420641537e-19;0.0503023136319601;-2.8507365902288e-19;1.97019540401691e-19;-1.80743762708078e-19;1.94274863065926e-19;-4.03970605947984e-20;8.26624848380502e-20;-0.0709197738082138;2.11501986440073e-19;-1.19478779867669e-19;1.9103097230149e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIRHI";1.6468949500565e-18;-4.92046094986844e-19;2.24487884111672e-18;1.08122712896027e-18;-0.203188171170019;-1.3277143058161e-18;-2.18685645505732e-19;2.79333237949303e-19;-3.42264637858622e-19;8.78144735612625e-19;2.54157757110568e-19;-0.0888987696079986;-9.71878101077539e-21;-1.52116567993288e-19;2.70441375397268e-18;-6.71319193107697e-19;2.96308898094632e-18;1.73813932285063e-18;-0.345292383794452;-2.29407800774237e-18;-2.98362028640973e-19;1.6760489023532e-18;-4.46360017498501e-19;2.52385434275832e-18;1.08549320098741e-18;-0.123026500777503;-1.39650729689626e-18;-1.98380862177598e-19;-1.04566523351376e-17;2.71722359129538e-18;-1.29674702994368e-17;-6.75377834653071e-18;1;8.7688764032115e-18;1.20764660282838e-18;-6.97307590319715e-19;1.68992378931491e-19;-6.97797022180131e-19;-4.47041471616892e-19;0.0503023136319599;5.94920743873765e-19;7.51072061107819e-20;6.01001991333235e-19;-2.24298337700095e-19;5.42111545491699e-19;4.0680521005319e-19;-0.0709197738082137;-4.47277262466168e-19;-9.96874627510648e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHISKE";-2.04288530038952e-18;-1.15293923211295e-18;-2.76015261871188e-18;-3.81927049791917e-19;-1.41955803311565e-18;-0.203188171170018;-2.09001612020136e-18;-1.46186256838454e-18;-1.12892631263906e-18;-1.5635751480502e-18;-6.05747656320173e-19;-1.3002428968311e-18;-0.0888987696079989;-2.04648616875581e-18;-3.73705665337633e-18;-2.13510494667517e-18;-4.33376141789805e-18;-7.27135060658409e-19;-2.56757500304212e-18;-0.345292383794451;-3.87045876537193e-18;-1.75566261323489e-18;-9.09885337065926e-19;-2.87517948645254e-18;-2.39670054589655e-19;-1.17520660945452e-18;-0.123026500777504;-1.64941479050678e-18;1.29199076774747e-17;7.14069660769031e-18;1.68015379223893e-17;2.25037686625249e-18;8.7688764032115e-18;1;1.29444558775131e-17;6.09186220948126e-19;2.81049836667934e-19;7.29080115538891e-19;4.52396566122541e-20;3.50474392767255e-19;0.05030231363196;5.09479314134738e-19;-5.61466758281581e-19;-2.97046065432225e-19;-4.54390570023281e-19;-8.32784120184118e-20;-3.45509627470931e-19;-0.0709197738082138;-5.38476831999166e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHITHP";-1.4207856727681e-18;-9.5171524054176e-36;-8.6148034923021e-19;6.84482715319513e-19;-2.01967228128804e-19;-1.92941531764672e-18;-0.203188171170019;8.40406192696339e-20;-4.50091391094859e-36;-1.275911397754e-19;-4.04877050616224e-20;-2.99127297067872e-20;1.14126473282516e-19;-0.0888987696079988;-2.50476732978829e-18;-1.31029898276462e-35;-1.10654816447007e-18;1.20670554046114e-18;-2.59421431688761e-19;-3.40145353789991e-18;-0.345292383794451;-1.51425061673976e-18;-1.63875215024927e-35;-1.11788948223068e-18;7.29510716279191e-19;-2.62080313593016e-19;-2.05633994675745e-18;-0.123026500777503;9.53205734625404e-18;8.10761225420702e-35;5.15115163380757e-18;-4.59219755660511e-18;1.20764660282838e-18;1.29444558775131e-17;1;6.50980805066518e-19;5.00450593932612e-36;2.4535150849135e-19;-3.13618807968891e-19;5.75207131903787e-20;8.8402660644955e-19;0.0503023136319599;-4.62306539119236e-19;-2.13935728201284e-36;-6.05852148877009e-20;2.22722428351759e-19;-1.42037226123507e-20;-6.27808497172597e-19;-0.0709197738082137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKECHA";-0.13072364186816;3.59839240388487e-19;-6.60961689402542e-19;1.21761327308013e-18;1.00562642366206e-18;-1.66425768481484e-18;-6.42657912075403e-19;-0.187039541997828;8.42527083308004e-19;-3.42153048344826e-19;4.05628416204788e-19;1.567380842963e-18;-1.61602939455896e-18;-1.50471831710498e-18;0.00710299847725765;-2.10145458865544e-19;-3.67955301847289e-19;7.19978630029459e-19;-9.49189754842582e-20;-3.62793249640037e-19;3.75311046346291e-19;0.193453903994867;-1.16998998018389e-18;4.7519532863419e-19;-1.10215161928451e-18;-2.17660904924667e-18;2.74671695316063e-18;2.08955342669786e-18;0.0503023136319601;-3.64499423411966e-19;1.77451806237375e-19;-7.90418084131298e-20;-6.97307590319716e-19;6.09186220948127e-19;6.50980805066518e-19;1;-5.59908831769461e-18;2.94155687462337e-18;-5.71313600309482e-18;-1.08522361995472e-17;1.35538108073404e-17;9.99973878304827e-18;-0.351576268561122;1.30673267290949e-18;-1.01851636759348e-18;2.3969354178485e-18;2.74954310071304e-18;-4.15521092114719e-18;-2.33377018667027e-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKEDIT";8.08265787035216e-19;-0.13072364186816;-1.2913048996163e-18;-1.47063680180359e-19;-4.79536651830914e-19;-1.08138282643229e-18;-7.54100465587426e-36;6.03108051197153e-19;-0.187039541997828;-9.33960132144589e-19;-1.09735301157309e-19;-3.46833745341825e-19;-8.06901268752127e-19;-7.73473855186643e-36;2.82551961101663e-19;0.00710299847725764;-5.52800484589817e-19;-5.14102315207588e-20;-2.05286988061053e-19;-3.78027677542648e-19;-1.10095227564081e-36;-1.1216538472983e-18;0.193453903994867;1.29706150541623e-18;2.04084529270024e-19;4.81674414548325e-19;1.50066627478968e-18;1.63336920484235e-35;-2.10067112106807e-19;0.05030231363196;4.55065709949101e-19;3.82216383358329e-20;1.68992378931491e-19;2.81049836667934e-19;5.00450593932612e-36;-5.59908831769461e-18;1;7.36420180682905e-18;1.01875218135288e-18;2.73475666273959e-18;7.49104817691461e-18;8.40393304810028e-35;1.8675454992654e-18;-0.351576268561121;-2.29418657820372e-18;-3.39799257164735e-19;-8.5196497799561e-19;-2.49859843492116e-18;-1.7342393022858e-35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKEGUI";-3.3272267920904e-20;-3.84679434254371e-19;-0.13072364186816;3.53472174817281e-19;1.36371445829143e-18;-1.73414727085695e-18;-2.70813889236526e-19;-6.45581654900511e-19;-1.36306552503242e-18;-0.187039541997827;1.05574630711557e-18;2.09290535368751e-18;-2.49921560058366e-18;-9.59596597186861e-19;3.41235204072837e-19;4.77189483029465e-19;0.00710299847725793;-3.26640935018544e-19;-7.09297865312132e-20;7.88944845668907e-20;3.35940859569124e-19;7.37805926060626e-19;1.73271973672029e-18;0.193453903994867;-1.37294823298046e-18;-2.74309278694286e-18;3.74937906738786e-18;1.21983274662878e-18;1.52025200934613e-19;3.48511222027742e-19;0.0503023136319599;-2.74796420641537e-19;-6.97797022180132e-19;7.29080115538891e-19;2.4535150849135e-19;2.94155687462337e-18;7.36420180682904e-18;1;-5.90754019984341e-18;-1.30511437902526e-17;1.72766620261147e-17;5.18438979275217e-18;-6.71260175925912e-19;-1.91913779300545e-18;-0.351576268561122;1.57506528572697e-18;3.68328972489436e-18;-5.16088337534266e-18;-1.35107084867172e-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKELEP";-2.57151445079684e-20;-6.54726252350094e-20;9.81758932233389e-19;-0.13072364186816;7.09187321139204e-19;-4.66621181769646e-19;3.09609141695458e-19;1.0694528230354e-18;-1.53297511178092e-19;7.6074357695663e-19;-0.187039541997828;9.95813187965837e-19;-1.8711403009142e-19;7.24918401996813e-19;-6.46097281618496e-19;3.82358935014661e-20;3.88594049811727e-19;0.00710299847725767;1.57175280625435e-21;-2.57382260491043e-19;-1.80811173012471e-19;-1.23617064215988e-18;2.12879271917632e-19;-1.05649453266794e-18;0.193453903994867;-1.38288567483269e-18;4.59369311966865e-19;-1.00667062648848e-18;-5.07228058034938e-19;6.63205439230693e-20;-3.66662842306652e-19;0.0503023136319601;-4.47041471616892e-19;4.52396566122541e-20;-3.13618807968891e-19;-5.71313600309482e-18;1.01875218135288e-18;-5.90754019984341e-18;1;-6.98596535456375e-18;2.36078949260445e-18;-4.81750941461233e-18;8.41999544470068e-19;-2.3775955752735e-19;1.80231306348505e-18;-0.351576268561122;1.81347688450268e-18;-9.44788797247083e-19;1.12432535386673e-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKERHI";1.31101738209222e-18;-1.42853858903009e-19;1.60653447096427e-18;7.92671809465167e-19;-0.13072364186816;-1.26411222004538e-18;-6.34901661967761e-20;1.38362804120934e-18;-5.0618554788603e-19;1.97797875949858e-18;9.33760197422809e-19;-0.187039541997828;-1.03821040988465e-18;-2.24969803465444e-19;2.27866130798137e-19;1.77208223285506e-19;2.04930738620005e-19;8.25278994940182e-20;0.00710299847725781;-3.87925538059191e-19;7.87586673137831e-20;-2.27100246564168e-18;6.43459667314113e-19;-2.62641115677923e-18;-1.48138437114841e-18;0.193453903994868;1.86004883736584e-18;2.85980102549646e-19;-4.34363293584465e-19;1.29422497030983e-19;-7.2633533606599e-19;-2.8507365902288e-19;0.05030231363196;3.50474392767255e-19;5.75207131903788e-20;-1.08522361995472e-17;2.73475666273959e-18;-1.30511437902526e-17;-6.98596535456375e-18;1;9.17159735882173e-18;1.21543902529762e-18;3.41733958655201e-18;-7.12687539506317e-19;3.78373842643003e-18;2.15926097278791e-18;-0.351576268561122;-3.01173206790741e-18;-3.16747833604894e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKESKE";-1.16339454113235e-18;-4.81430713849573e-19;-2.02658301081238e-18;-2.5896513706845e-20;-6.61627364793643e-19;-0.130723641868159;-8.7272418587199e-19;-1.88344480512549e-18;-1.12722118554014e-18;-2.40463019185256e-18;-4.22420958827067e-19;-1.36473201871304e-18;-0.187039541997828;-2.04339516185408e-18;1.87517566020572e-19;2.81154657187083e-19;-2.80335626590794e-19;2.26852913573071e-19;2.71051568348895e-19;0.00710299847725786;5.0966932985166e-19;2.80070525436975e-18;1.56533542797796e-18;3.33934540237944e-18;5.0687525531643e-19;1.89516795400142e-18;0.193453903994867;2.83759645510589e-18;7.81677019061805e-19;4.8766559595204e-19;1.09744166335427e-18;1.97019540401691e-19;5.94920743873764e-19;0.05030231363196;8.8402660644955e-19;1.35538108073404e-17;7.49104817691461e-18;1.72766620261147e-17;2.36078949260445e-18;9.17159735882174e-18;1;1.35795634417467e-17;-3.52881964853735e-18;-1.74828415836524e-18;-4.67669475456076e-18;-3.93608122085616e-19;-2.19128522085589e-18;-0.351576268561122;-3.16924081677713e-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKETHP";-1.44352906741698e-18;-7.54100465587425e-36;-9.09077197571293e-19;6.95439653317424e-19;-2.13125931325813e-19;-1.96030066147576e-18;-0.13072364186816;-1.07712588688153e-18;-7.73473855186641e-36;-6.57506883018567e-19;5.18919965146592e-19;-1.54147268428735e-19;-1.46272814050415e-18;-0.187039541997828;-5.04626046837928e-19;-1.10095227564081e-36;-3.89170919661413e-19;2.4311042360641e-19;-9.12380322808141e-20;-6.85278042363474e-19;0.00710299847725799;2.00322710440874e-18;1.63336920484235e-35;9.1312984158254e-19;-9.65081753080937e-19;2.14076041538166e-19;2.72036601582631e-18;0.193453903994867;3.7517112229483e-19;5.00450593932614e-36;3.20365748193355e-19;-1.80743762708077e-19;7.51072061107818e-20;5.09479314134738e-19;0.0503023136319599;9.99973878304827e-18;8.40393304810029e-35;5.18438979275217e-18;-4.81750941461233e-18;1.21543902529762e-18;1.35795634417467e-17;1;-3.33535856169542e-18;-1.7342393022858e-35;-1.61510477180008e-18;1.60685410096056e-18;-3.78648490577347e-19;-4.52938963428693e-18;-0.351576268561122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
