"B.CHACHA";"B.CHADIT";"B.CHAGUI";"B.CHALEP";"B.CHARHI";"B.CHASKE";"B.CHATHP";"B.DITCHA";"B.DITDIT";"B.DITGUI";"B.DITLEP";"B.DITRHI";"B.DITSKE";"B.DITTHP";"B.GUICHA";"B.GUIDIT";"B.GUIGUI";"B.GUILEP";"B.GUIRHI";"B.GUISKE";"B.GUITHP";"B.LEPCHA";"B.LEPDIT";"B.LEPGUI";"B.LEPLEP";"B.LEPRHI";"B.LEPSKE";"B.LEPTHP";"B.RHICHA";"B.RHIDIT";"B.RHIGUI";"B.RHILEP";"B.RHIRHI";"B.RHISKE";"B.RHITHP";"B.SKECHA";"B.SKEDIT";"B.SKEGUI";"B.SKELEP";"B.SKERHI";"B.SKESKE";"B.SKETHP";"B.THPCHA";"B.THPDIT";"B.THPGUI";"B.THPLEP";"B.THPRHI";"B.THPSKE";"B.THPTHP";"B.NITNIT";"B.NITPLE";"B.NITPSE";"B.NITTHL";"B.PLENIT";"B.PLEPLE";"B.PLEPSE";"B.PLETHL";"B.PSENIT";"B.PSEPLE";"B.PSEPSE";"B.PSETHL";"B.THLNIT";"B.THLPLE";"B.THLPSE";"B.THLTHL";"B.GYMGYM";"B.GYMPRO";"B.GYMPRP";"B.PROGYM";"B.PROPRO";"B.PROPRP";"B.PRPGYM";"B.PRPPRO";"B.PRPPRP"
"B.GUITHP";-1.56860818977453e-36;1.34778365145834e-20;1.35822393482768e-19;5.28854646808848e-20;7.23989876008164e-37;-2.98982721724587e-21;-0.0651210239854403;1.1091793826709e-36;2.46889612704803e-20;1.09843123877304e-19;9.68766157583914e-20;-4.80250544620095e-37;-5.47682324920178e-21;-0.0654118776810916;2.04662076690794e-35;-7.9727053101965e-19;-3.6524961562869e-18;-3.12839693994852e-18;-9.33207471665449e-36;1.7686081371972e-19;1;-3.59329937080144e-36;1.83494121748771e-19;6.91987998320873e-19;7.20009616112665e-19;1.58900313883551e-36;-4.07050284973762e-20;-0.292970683857363;-4.13312066040636e-36;1.63488088481076e-19;8.96201698320454e-19;6.41508265792931e-19;1.99525202104395e-36;-3.62670326285168e-20;-0.222438563327314;3.70999184777866e-37;-1.10821786760087e-19;-6.04176747412027e-19;-4.34851816404764e-19;-1.87513373751549e-37;2.45839155238753e-20;0.17938309276314;-6.07503412257399e-37;-1.86329220610539e-20;3.58262483057774e-20;-7.31134214675521e-20;3.72232048182128e-37;4.13339466276208e-21;-0.0264193416320141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPCHA";-0.148022982704875;6.66287912114627e-20;9.65327393773046e-19;-3.16992116967389e-21;-4.61496439496793e-37;3.38695873039923e-19;-3.03908170291411e-36;0.164553764291225;-6.20680878056904e-20;-8.80713225782587e-19;2.95294184269379e-21;-3.53636919950372e-37;-3.15512330406052e-19;1.79517294784309e-36;-0.292970683857362;1.35193980493948e-19;1.63062060409875e-18;-6.43196811750834e-21;-1.08269233637662e-36;6.8723508892448e-19;-3.59329937080144e-36;1;-4.91197204486615e-19;-5.69617328661178e-18;2.33691229973699e-20;3.17146112827138e-36;-2.49691556733122e-18;2.19242266469375e-35;-0.310932783232176;1.0610876862571e-19;1.05301538704686e-18;-5.04821453066968e-21;-1.05533149399007e-36;5.39385472457636e-19;-4.70014710137975e-36;0.250119543709737;-9.66355292410405e-20;-1.04446274346829e-18;4.5975171440768e-21;9.90144559164043e-37;-4.91229907489881e-19;2.18680479736336e-36;0.0845786092919143;-5.54511465549805e-20;-7.31226564424969e-19;2.63813525881712e-21;-5.0998222329898e-37;-2.81876260277596e-19;4.13825920336383e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPDIT";8.06066122083682e-20;-0.148022982704876;3.60999729783842e-19;5.32547648704477e-19;1.1106620181495e-18;1.03492838225117e-18;1.3418338793212e-19;-5.05001820170917e-20;0.164553764291226;-5.7503551611533e-20;-1.61300602267384e-19;-6.95831676079264e-19;-7.94546945354025e-19;-8.40661247085456e-20;1.10228544250205e-19;-0.292970683857363;3.03841969036472e-19;3.54486739721554e-19;1.51881655934307e-18;1.73224182361763e-18;1.83494121748771e-19;-4.91197204486615e-19;1;-2.31371916310662e-18;-2.52297406564679e-18;-6.76810578559284e-18;-6.91913622783948e-18;-8.17681121127157e-19;1.57854974028721e-19;-0.310932783232176;1.21882973499809e-18;1.24957262437315e-18;2.17505139127376e-18;1.85146751882426e-18;2.62776398074595e-19;-9.86548031466314e-20;0.250119543709737;-5.25573473586064e-19;-5.23850235243745e-19;-1.35934434857198e-18;-1.37515703512808e-18;-1.6422766519168e-19;-6.20778158378294e-20;0.0845786092919135;-2.85477439780433e-19;-3.75044376785767e-19;-8.55357523803736e-19;-8.26790773914128e-19;-1.03339061354095e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPGUI";7.51831629908263e-19;3.26578198566353e-19;-0.148022982704876;-2.10999558647952e-19;-4.13055724137708e-19;1.75515261934583e-18;4.96076183980708e-19;-6.19575088254363e-19;-3.53609133318896e-19;0.164553764291225;1.49863303218242e-19;3.40394081009627e-19;-1.49355775427093e-18;-4.08810208621098e-19;1.04874711073564e-18;9.54068829569909e-19;-0.292970683857364;-1.52593026549344e-19;-5.76180862881636e-19;2.72658395113106e-18;6.91987998320873e-19;-5.69617328661177e-18;-2.31371916310662e-18;1;1.64426705992807e-18;3.12947325986056e-18;-1.32080982856855e-17;-3.75846904400657e-18;1.96533409553217e-18;5.06419012147794e-20;-0.310932783232176;-7.79884530447155e-19;-1.07975305335533e-18;4.13979775868643e-18;1.29677363863733e-18;-9.93390961864024e-19;-5.32966102516919e-19;0.250119543709738;2.49946091712218e-19;5.45768236905196e-19;-2.37571031008666e-18;-6.55462709945522e-19;-9.09244716181202e-19;-9.84786633877474e-20;0.084578609291914;3.39469193012435e-19;4.99538353695546e-19;-1.95713547081956e-18;-5.99941038877057e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPLEP";-3.83492784138999e-21;2.23708903613499e-19;-2.8749660719608e-19;-0.148022982704876;-1.12710638635718e-19;5.22564428496491e-19;5.26520025344356e-19;2.40258892796518e-21;-4.16892479418507e-19;3.39588058127885e-19;0.164553764291225;7.0613410121403e-20;-4.05798266716859e-19;-3.29865706882708e-19;-5.24421634503473e-21;9.06095892669896e-19;-5.72623164341181e-19;-0.292970683857363;-1.54130402927867e-19;8.84653750825359e-19;7.20009616112666e-19;2.33691229973699e-20;-2.52297406564679e-18;1.64426705992807e-18;1;6.86831378927723e-19;-3.51298235715121e-18;-3.20848572430785e-18;-7.51008407647476e-21;1.06244694832177e-19;-7.90430214879545e-20;-0.310932783232175;-2.20725501880785e-19;9.29330855198388e-19;1.03110405771037e-18;4.69358581025428e-21;-4.79234553075857e-19;2.72688389946454e-19;0.250119543709737;1.37947068639904e-19;-6.97777054250942e-19;-6.44410278884219e-19;2.95340466206145e-21;-2.28628692545632e-19;2.14357582920282e-19;0.0845786092919136;8.68021875191276e-20;-4.18408314840008e-19;-4.0549047122543e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPRHI";-4.61496439496783e-37;9.1806448238378e-19;-5.30350133996819e-19;-9.31657267713616e-20;-0.148022982704876;9.60380961217326e-19;1.38685446174324e-36;-3.5363691995038e-37;-8.55223483239153e-19;4.83863174628167e-19;8.67885850033392e-20;0.164553764291225;-8.94643422819513e-19;-8.78404240531746e-37;-1.08269233637667e-36;1.86281019761658e-18;-8.95861716408578e-19;-1.89039080836049e-19;-0.292970683857363;1.94867297720444e-18;1.58900313883551e-36;3.17146112827138e-36;-6.76810578559284e-18;3.12947325986056e-18;6.86831378927722e-19;1;-7.08006906346153e-18;-1.00198186872461e-35;-1.05533149399006e-36;1.46205101388634e-18;-5.78525850632086e-19;-1.48369801794147e-19;-0.310932783232176;1.52944154251463e-18;2.11257585571988e-36;9.90144559163992e-37;-1.33152118655417e-18;5.73827034772129e-19;1.35123557698999e-19;0.250119543709737;-1.39289518499157e-18;-9.35722781319847e-37;-5.09982223298931e-37;-7.6405000351901e-19;4.01735316874253e-19;7.75362463458785e-20;0.0845786092919149;-7.99267470725387e-19;-1.99605904306546e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPSKE";4.09749695263973e-19;1.03906919859312e-18;2.22100586884867e-18;5.30445177090555e-19;1.16185592302666e-18;-0.148022982704876;-2.97662866668264e-20;-2.56708893046989e-19;-7.91120046888077e-19;-1.87457382217394e-18;-3.99276237474961e-19;-7.27904746062395e-19;0.164553764291225;1.86486300994992e-20;5.6032763539495e-19;1.7248460151862e-18;3.58090955734913e-18;8.70578143001956e-19;1.58882359045989e-18;-0.292970683857364;-4.07050284973762e-20;-2.49691556733122e-18;-6.91913622783948e-18;-1.32080982856855e-17;-3.51298235715121e-18;-7.08006906346153e-18;1;1.81388553595289e-19;8.02428308697187e-19;1.86679691337109e-18;2.88330763271449e-18;9.58505562441253e-19;2.2753063493152e-18;-0.310932783232176;-5.82924437585471e-20;-5.01494535227014e-19;-1.37575522867977e-18;-2.47842706664028e-18;-6.98915528552196e-19;-1.42200080403631e-18;0.250119543709738;3.6431095056208e-20;-3.15561781165679e-19;-8.28753871056753e-19;-1.68910311323793e-18;-4.2214445616316e-19;-8.94783641735199e-19;0.0845786092919138;2.29240010373179e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.LEPTHP";-3.03908170291411e-36;1.10914932331666e-19;6.36945707981728e-19;4.35217308806351e-19;1.38685446174324e-36;-2.46045782737738e-20;-0.148022982704876;1.79517294784307e-36;-1.03322867393394e-19;-5.81115290774443e-19;-4.05426928004985e-19;-8.78404240531745e-37;2.29204086844643e-20;0.164553764291225;-3.59329937080141e-36;2.25053327930631e-19;1.07592180831808e-18;8.8308311298423e-19;1.58900313883554e-36;-4.99242266702588e-20;-0.292970683857363;2.19242266469374e-35;-8.17681121127157e-19;-3.75846904400657e-18;-3.20848572430785e-18;-1.00198186872461e-35;1.81388553595289e-19;1;-4.70014710137972e-36;1.76636055944118e-19;6.94804307372528e-19;6.93099362638471e-19;2.11257585571986e-36;-3.91836840458222e-20;-0.310932783232175;2.18680479736339e-36;-1.6086624103066e-19;-6.8916107207806e-19;-6.3122044099349e-19;-9.35722781319832e-37;3.56854206718625e-20;0.250119543709737;4.13825920336381e-36;-9.23078455429177e-20;-4.82480477376993e-19;-3.62205261945885e-19;-1.99605904306547e-36;2.04769147237329e-20;0.0845786092919146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHICHA";-0.133566730814527;5.14261033302416e-20;5.27370810010908e-19;-2.44664041859917e-21;-6.48619818514979e-38;2.61415653019995e-19;5.76293840061913e-38;-0.0826413816044902;2.97403117141183e-21;1.41539721495463e-19;-1.4149205168092e-22;-2.46874228866605e-37;1.51179702608214e-20;-1.78721369439088e-36;-0.222438563327314;7.95340696521879e-20;9.94068289643798e-19;-3.78390072094563e-21;5.27032405515864e-37;4.042976117002e-19;-4.13312066040636e-36;-0.310932783232176;1.57854974028721e-19;1.96533409553217e-18;-7.51008407647475e-21;-1.05533149399006e-36;8.02428308697187e-19;-4.70014710137972e-36;1;-4.95319775037099e-19;-5.91274908729498e-18;2.3565257782706e-20;2.52743754118706e-36;-2.51787193778876e-18;2.35164089778555e-35;-0.0671773034012583;-2.14619295232973e-20;3.55551777244996e-20;1.02106947313557e-21;1.05213660262021e-36;-1.09097986393662e-19;9.34266240941106e-37;0.0501118712799874;-2.61431304923341e-20;-4.37967127753939e-19;1.24378157373715e-21;-4.70269216048698e-37;-1.32894057435254e-19;3.54230688134636e-37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIDIT";2.19825295565598e-20;-0.133566730814527;-6.29881882288857e-20;-1.36749397112599e-19;3.02892777309712e-19;5.21388105527546e-19;3.65936516919012e-20;8.19426602705884e-20;-0.0826413816044903;8.80299911786591e-19;1.09048458650446e-18;1.12907115105406e-18;5.86382794130539e-19;1.36407466708256e-19;9.82105248046637e-20;-0.222438563327313;5.511349616799e-19;6.62808961067187e-19;1.35322272819383e-18;1.24911276053129e-18;1.63488088481076e-19;1.0610876862571e-19;-0.310932783232176;5.06419012147793e-20;1.06244694832177e-19;1.46205101388634e-18;1.86679691337109e-18;1.76636055944118e-19;-4.95319775037099e-19;1;-2.22997906331533e-18;-2.54414914255617e-18;-6.82490984176292e-18;-6.97720786787961e-18;-8.24543839560521e-19;1.8734639299345e-20;-0.0671773034012585;1.99311117714294e-19;4.37065658976113e-19;2.58140761947966e-19;-2.51626267197963e-20;3.11869870721521e-20;6.33566358280443e-21;0.0501118712799875;3.42457955550692e-19;3.07938762381938e-19;8.72978122812605e-20;-1.44317449000491e-19;1.05467874290663e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIGUI";2.90979676143035e-19;4.28900229923334e-19;-0.133566730814527;4.34359877778674e-21;-1.59864012176879e-19;8.48156714528611e-19;1.91995230866505e-19;8.46120237001473e-19;-4.82097606594203e-19;-0.0826413816044902;-4.79023144747646e-19;-4.64857812971845e-19;1.50098926240942e-18;5.58290023541252e-19;1.35824457075936e-18;1.08176252155955e-19;-0.222438563327313;-5.18173713454408e-19;-7.46218531401203e-19;2.90186786884046e-18;8.96201698320454e-19;1.05301538704686e-18;1.21882973499809e-18;-0.310932783232176;-7.90430214879547e-20;-5.78525850632085e-19;2.88330763271449e-18;6.94804307372528e-19;-5.91274908729499e-18;-2.22997906331533e-18;1;1.75560380268793e-18;3.24845983959893e-18;-1.36144350842287e-17;-3.90137084870797e-18;1.69020327291173e-19;-3.56535423036261e-19;-0.0671773034012584;-1.6967667399695e-19;-9.28596389217677e-20;1.54570250383771e-19;1.11523585391064e-19;2.68029612312883e-20;-3.24837690880106e-19;0.0501118712799871;-1.03187955304656e-19;-1.47255264609929e-20;-1.25257819789298e-19;1.76852239225721e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHILEP";-1.04583746061319e-21;5.13803816959231e-19;-2.31043383581856e-19;-0.133566730814527;-3.07377382235547e-20;2.70804983454635e-19;1.43589237931664e-19;-3.89849145944654e-21;-6.54320438394908e-19;1.93078094341634e-19;-0.0826413816044903;-1.14578808333156e-19;2.81395491438172e-19;5.35247052077134e-19;-4.67244889187685e-21;2.50154300994227e-19;-2.45054185264351e-19;-0.222438563327314;-1.37325842982562e-19;6.30338876859791e-19;6.41508265792931e-19;-5.04821453066968e-21;1.24957262437315e-18;-7.79884530447155e-19;-0.310932783232175;-1.48369801794147e-19;9.58505562441252e-19;6.93099362638471e-19;2.3565257782706e-20;-2.54414914255617e-18;1.75560380268793e-18;1;6.92595888151416e-19;-3.54246647774e-18;-3.23541423415655e-18;-8.91316330994474e-22;-4.51074049988264e-19;4.22972797116239e-20;-0.0671773034012584;-2.61962772307122e-20;-2.10841122589087e-20;1.22374114088918e-19;-3.01424560612581e-22;-4.09677381540267e-19;2.74368144443468e-19;0.0501118712799876;-8.85903363303574e-21;-7.99861246872327e-20;4.1384368587141e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHIRHI";-6.4861981851505e-38;7.08589756417042e-19;-2.89737120856071e-19;-7.19081076613742e-20;-0.133566730814527;7.41250886440539e-19;-3.32568397424422e-38;-2.46874228866601e-37;4.09785670478389e-20;-7.77618150538442e-20;-4.15852922569024e-21;-0.0826413816044903;4.28673980595861e-20;8.17894897187359e-37;5.27032405515894e-37;1.09588367370153e-18;-5.46140360270897e-19;-1.11210923498718e-19;-0.222438563327314;1.14639639821278e-18;1.99525202104395e-36;-1.05533149399007e-36;2.17505139127376e-18;-1.07975305335533e-18;-2.20725501880785e-19;-0.310932783232175;2.2753063493152e-18;2.11257585571986e-36;2.52743754118707e-36;-6.82490984176292e-18;3.24845983959893e-18;6.92595888151416e-19;1;-7.13949139719999e-18;-1.08301251203587e-35;1.05213660262022e-36;-2.95719535962002e-19;-1.95339875280721e-20;3.00097934481172e-20;-0.067177303401258;-3.09350179260291e-19;-3.40300790459266e-37;-4.70269216048703e-37;-3.60220846377992e-19;2.40618806001803e-19;3.65554245861477e-20;0.050111871279987;-3.76824557896788e-19;-2.11186143346484e-37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHISKE";1.1174436612778e-19;5.12665685096322e-19;1.06811189564694e-18;2.54204584674844e-19;3.1685405785787e-19;-0.133566730814527;-8.11767494645562e-21;4.16541263242757e-19;6.09776611374835e-19;7.8750404788975e-19;3.25918304606708e-19;1.18111359075403e-18;-0.0826413816044904;-3.02596604550447e-20;4.99236123537867e-19;1.2546455092138e-18;2.38726948364022e-18;6.40868733245678e-19;1.41559701892555e-18;-0.222438563327313;-3.62670326285168e-20;5.39385472457636e-19;1.85146751882426e-18;4.13979775868644e-18;9.29330855198388e-19;1.52944154251463e-18;-0.310932783232176;-3.91836840458222e-20;-2.51787193778876e-18;-6.97720786787961e-18;-1.36144350842287e-17;-3.54246647774e-18;-7.13949139719999e-18;1;1.82910930152844e-19;9.5234280829757e-20;-1.32547185338299e-20;1.85641410316891e-19;1.57886599109162e-21;2.70039281386046e-19;-0.0671773034012588;-6.91829899192794e-21;3.22062440192684e-20;-1.34695869120272e-19;-7.25072042587537e-19;-6.16744571675804e-20;9.1321642956013e-20;0.0501118712799872;-2.33962417304966e-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.RHITHP";5.76293840062041e-38;8.5607477897238e-20;3.47971658235428e-19;3.35913797726745e-19;-3.32568397424595e-38;-1.89905529081009e-20;-0.133566730814527;-1.78721369439088e-36;4.9507796874557e-21;9.33912356543569e-20;1.94262843313515e-20;8.17894897187362e-37;-1.09824568951604e-21;-0.0826413816044904;-4.13312066040637e-36;1.3239795879738e-19;6.55909626737702e-19;5.19514208843798e-19;1.99525202104393e-36;-2.9370219789495e-20;-0.222438563327314;-4.70014710137975e-36;2.62776398074595e-19;1.29677363863733e-18;1.03110405771037e-18;2.11257585571988e-36;-5.82924437585472e-20;-0.310932783232176;2.35164089778555e-35;-8.2454383956052e-19;-3.90137084870797e-18;-3.23541423415655e-18;-1.08301251203587e-35;1.82910930152844e-19;1;9.34266240941107e-37;-3.57270245715332e-20;2.34601421178302e-20;-1.40188693792692e-19;-3.40300790459271e-37;7.92542856114916e-21;-0.0671773034012585;3.54230688134631e-37;-4.35196781567344e-20;-2.88981006919959e-19;-1.70766161140999e-19;-2.11186143346477e-37;9.65409530661646e-21;0.0501118712799873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKECHA";-0.151179626240669;3.69624392989015e-20;4.97206438184969e-19;-1.75851935306034e-21;5.62422841328542e-37;1.87892132220956e-19;-1.21007153399687e-36;-0.181417900473532;2.14487157708719e-20;2.50252069269076e-19;-1.02044081767323e-21;4.05496814721691e-37;1.09030816581147e-19;4.13314421294011e-37;0.17938309276314;-2.14975437745345e-20;-2.31061190976386e-19;1.02276385129983e-21;-1.36328035865833e-37;-1.09279025246326e-19;3.70999184777865e-37;0.250119543709737;-9.86548031466315e-20;-9.93390961864024e-19;4.69358581025429e-21;9.90144559163987e-37;-5.01494535227014e-19;2.18680479736339e-36;-0.0671773034012584;1.8734639299345e-20;1.69020327291173e-19;-8.91316330994474e-22;1.05213660262022e-36;9.52342808297567e-20;9.34266240941106e-37;1;-4.26696394530917e-19;-4.81129106965539e-18;2.03004423381221e-20;3.49453395102504e-36;-2.16903691693828e-18;1.63246778217584e-35;-0.346560517253659;1.16075002994217e-19;1.49449263393402e-18;-5.52236657113515e-21;1.94951471698274e-38;5.90047091691403e-19;-4.70890029920446e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKEDIT";5.39680535438567e-20;-0.151179626240669;3.32836696586534e-19;4.21395437330528e-19;7.43614768347719e-19;6.37916828754874e-19;8.98389854903857e-20;4.0895471547061e-20;-0.181417900473532;3.29547217530469e-19;3.74948820421451e-19;5.63490335559831e-19;4.36218041919355e-19;6.80774538580176e-20;-6.65728368263274e-20;0.17938309276314;-6.44236640424395e-19;-7.24148691687459e-19;-9.17293498358809e-19;-6.13614965170749e-19;-1.10821786760087e-19;-9.66355292410406e-20;0.250119543709737;-5.32966102516919e-19;-4.79234553075857e-19;-1.33152118655417e-18;-1.37575522867977e-18;-1.6086624103066e-19;-2.14619295232972e-20;-0.0671773034012585;-3.56535423036261e-19;-4.51074049988264e-19;-2.95719535962002e-19;-1.32547185338304e-20;-3.57270245715332e-20;-4.26696394530917e-19;1;-2.09357492346727e-18;-2.19167358338627e-18;-5.87936232156427e-18;-6.01056043218545e-18;-7.10308574792516e-19;1.40596468261112e-19;-0.346560517253659;7.45351086439964e-19;9.3008055806559e-19;1.93724997125442e-18;1.80413962298251e-18;2.34046685820251e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKEGUI";6.93726337420026e-19;1.20709313033232e-20;-0.151179626240669;-2.76935073751633e-19;-3.81132720754772e-19;1.45803121962171e-18;4.57736946018396e-19;5.63901977942399e-19;-9.16160026552249e-20;-0.181417900473531;-2.53946588218227e-19;-3.09807316659588e-19;1.12855545568602e-18;3.7207578163607e-19;-9.15664173019686e-19;3.06052984095551e-19;0.179383092763139;4.57077270296936e-19;5.03065198387238e-19;-1.74474823326581e-18;-6.04176747412027e-19;-1.04446274346829e-18;-5.25573473586064e-19;0.250119543709738;2.72688389946454e-19;5.73827034772129e-19;-2.47842706664028e-18;-6.89161072078059e-19;3.55551777244996e-20;1.99311117714295e-19;-0.0671773034012584;4.2297279711624e-20;-1.95339875280721e-20;1.85641410316891e-19;2.34601421178301e-20;-4.81129106965539e-18;-2.09357492346727e-18;1;1.34923500938655e-18;2.64331964466073e-18;-1.12340138466165e-17;-3.1746029548482e-18;1.69552966253766e-18;3.33147104996105e-19;-0.346560517253659;-5.9052409008937e-19;-9.31522703616392e-19;3.73305960428888e-18;1.11875033100219e-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKELEP";-2.5675758527844e-21;4.56578624913599e-20;-1.06314331834952e-19;-0.151179626240669;-7.54624665918318e-20;3.20367969268515e-19;3.52517741922255e-19;-1.94563669314357e-21;-5.47255652598713e-20;-7.4438560821589e-21;-0.181417900473532;-5.7183332596374e-20;2.17456925627749e-19;2.67128019966485e-19;3.16725909241342e-21;2.71786006847155e-19;-8.9782417054209e-20;0.179383092763139;9.30874868564166e-20;-3.02227486928915e-19;-4.34851816404764e-19;4.5975171440768e-21;-5.23850235243745e-19;2.49946091712218e-19;0.250119543709737;1.35123557698999e-19;-6.98915528552196e-19;-6.31220440993491e-19;1.02106947313557e-21;4.37065658976112e-19;-1.6967667399695e-19;-0.0671773034012584;3.00097934481172e-20;1.57886599109125e-21;-1.40188693792691e-19;2.03004423381221e-20;-2.19167358338627e-18;1.34923500938655e-18;1;5.96641166444471e-19;-3.05168044963495e-18;-2.78716832661327e-18;-6.68899604838707e-21;3.88280905423247e-19;-3.92080677100246e-19;-0.346560517253659;-1.96593273101127e-19;9.10928844390491e-19;9.18372004529943e-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKERHI";5.62422841328545e-37;5.0929788887945e-19;-2.73164837977732e-19;-5.16838510486447e-20;-0.151179626240669;5.32773030057746e-19;6.2273595723672e-37;4.05496814721711e-37;2.95537466370758e-19;-1.37488296018507e-19;-2.99913169182905e-20;-0.181417900473532;3.09159717509079e-19;-1.5621521361604e-37;-1.36328035865877e-37;-2.962102574434e-19;1.26944842119137e-19;3.0059592154344e-20;0.17938309276314;-3.09863519637827e-19;-1.87513373751548e-37;9.90144559164043e-37;-1.35934434857198e-18;5.45768236905197e-19;1.37947068639904e-19;0.250119543709737;-1.42200080403631e-18;-9.35722781319831e-37;1.05213660262021e-36;2.58140761947966e-19;-9.28596389217677e-20;-2.61962772307122e-20;-0.0671773034012581;2.70039281386046e-19;-3.40300790459271e-37;3.49453395102504e-36;-5.87936232156427e-18;2.64331964466073e-18;5.96641166444471e-19;1;-6.15036061853491e-18;-7.35360707118881e-36;1.94951471698499e-38;1.59937371823798e-18;-8.21073113408937e-19;-1.62305391067692e-19;-0.346560517253659;1.67309388211907e-18;2.21829330334467e-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKESKE";2.74337214872919e-19;6.42954604341354e-19;1.22596389889978e-18;3.29955799201507e-19;7.77890311306747e-19;-0.151179626240669;-1.99292404013265e-20;2.07885017680287e-19;4.41978985927278e-19;7.07492879379127e-19;2.28421080432433e-19;5.89463377012983e-19;-0.181417900473532;-1.51018172838989e-20;-3.38411438653836e-19;-6.26968155924021e-19;-8.43010421531369e-19;-3.27641108438559e-19;-9.59574440114291e-19;0.179383092763139;2.45839155238753e-20;-4.9122990748988e-19;-1.37515703512808e-18;-2.37571031008665e-18;-6.97777054250942e-19;-1.39289518499157e-18;0.250119543709738;3.56854206718625e-20;-1.09097986393662e-19;-2.51626267197963e-20;1.5457025038377e-19;-2.10841122589087e-20;-3.09350179260291e-19;-0.0671773034012588;7.92542856114917e-21;-2.16903691693828e-18;-6.01056043218546e-18;-1.12340138466165e-17;-3.05168044963495e-18;-6.15036061853491e-18;1;1.57569792990133e-19;7.14697695968918e-19;1.8114039086053e-18;3.54258480574623e-18;9.24754139690045e-19;2.02654391408405e-18;-0.346560517253658;-5.19192491031043e-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"B.SKETHP";-1.21007153399688e-36;6.15302541005074e-20;3.28068496580195e-19;2.41437568746084e-19;6.22735957236722e-37;-1.3649433141194e-20;-0.151179626240669;4.13314421294014e-37;3.57050280377594e-20;1.65122198398899e-19;1.4010238194964e-19;-1.5621521361605e-37;-7.92054900683173e-21;-0.181417900473532;3.70999184777898e-37;-3.57863105377673e-20;-1.52459605749222e-19;-1.40421325036581e-19;-1.8751337375154e-37;7.93858013746163e-21;0.17938309276314;2.18680479736335e-36;-1.64227665191679e-19;-6.55462709945522e-19;-6.4441027888422e-19;-9.35722781319849e-37;3.6431095056208e-20;0.250119543709737;9.34266240941108e-37;3.11869870721521e-20;1.11523585391064e-19;1.22374114088918e-19;-3.40300790459265e-37;-6.91829899192794e-21;-0.0671773034012585;1.63246778217584e-35;-7.10308574792516e-19;-3.1746029548482e-18;-2.78716832661327e-18;-7.35360707118882e-36;1.57569792990133e-19;1;-4.70890029920446e-36;1.93226544687583e-19;9.86101373414863e-19;7.58198513049718e-19;2.21829330334469e-36;-4.28639998545907e-20;-0.346560517253659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
